"EnsemblGene","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","convalescent","healthy1","healthy2","healthy3","healthy4","healthy5","healthy6","healthy7","healthy8","healthy9","healthy10","healthy11","healthy12","healthy13","healthy14","healthy15","healthy16","healthy17","moderate1","moderate2","moderate3","moderate4","severe1","severe2","severe3","severe4","severe5","severe6","severe7","severe8","ICU1","ICU2","ICU3","ICU4","healthy_mean","moderate_mean","severe_mean","ICU_mean","mod_health_foldChange","sevr_health_foldChange","ICU_health_foldChange"
"ENSG00000235085","ARRB2","Members of arrestin/beta-arrestin protein family are thought to participate in agonist-mediated desensitization of G-protein-coupled receptors and cause specific dampening of cellular responses to stimuli such as hormones, neurotransmitters, or sensory signals. Arrestin beta 2, like arrestin beta 1, was shown to inhibit beta-adrenergic receptor function in vitro. It is expressed at high levels in the central nervous system and may play a role in the regulation of synaptic receptors. Besides the brain, a cDNA for arrestin beta 2 was isolated from thyroid gland, and thus it may also be involved in hormone-specific desensitization of TSH receptors. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2012]","                                            ARRB2 (Arrestin Beta 2) is a Protein Coding gene.                                            Diseases associated with ARRB2 include Whim Syndrome and Cryptococcal Meningitis.                                            Among its related pathways are Regulation of activated PAK-2p34 by proteasome mediated degradation and ADP signalling through P2Y purinoceptor 12.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and ubiquitin protein ligase binding.                                            An important paralog of this gene is ARRB1.","Functions in regulating agonist-mediated G-protein coupled receptor (GPCR) signaling by mediating both receptor desensitization and resensitization processes. During homologous desensitization, beta-arrestins bind to the GPRK-phosphorylated receptor and sterically preclude its coupling to the cognate G-protein; the binding appears to require additional receptor determinants exposed only in the active receptor conformation. The beta-arrestins target many receptors for internalization by acting as endocytic adapters (CLASPs, clathrin-associated sorting proteins) and recruiting the GPRCs to the adapter protein 2 complex 2 (AP-2) in clathrin-coated pits (CCPs). However, the extent of beta-arrestin involvement appears to vary significantly depending on the receptor, agonist and cell type. Internalized arrestin-receptor complexes traffic to intracellular endosomes, where they remain uncoupled from G-proteins. Two different modes of arrestin-mediated internalization occur. Class A receptors, like ADRB2, OPRM1, ENDRA, D1AR and ADRA1B dissociate from beta-arrestin at or near the plasma membrane and undergo rapid recycling. Class B receptors, like AVPR2, AGTR1, NTSR1, TRHR and TACR1 internalize as a complex with arrestin and traffic with it to endosomal vesicles, presumably as desensitized receptors, for extended periods of time. Receptor resensitization then requires that receptor-bound arrestin is removed so that the receptor can be dephosphorylated and returned to the plasma membrane. Mediates endocytosis of CCR7 following ligation of CCL19 but not CCL21. Involved in internalization of P2RY1, P2RY4, P2RY6 and P2RY11 and ATP-stimulated internalization of P2RY2. Involved in phosphorylation-dependent internalization of OPRD1 and subsequent recycling or degradation. Involved in ubiquitination of IGF1R. Beta-arrestins function as multivalent adapter proteins that can switch the GPCR from a G-protein signaling mode that transmits short-lived signals from the plasma membrane via small molecule second messengers and ion channels to a beta-arrestin signaling mode that transmits a distinct set of signals that are initiated as the receptor internalizes and transits the intracellular compartment. Acts as signaling scaffold for MAPK pathways such as MAPK1/3 (ERK1/2) and MAPK10 (JNK3). ERK1/2 and JNK3 activated by the beta-arrestin scaffold are largely excluded from the nucleus and confined to cytoplasmic locations such as endocytic vesicles, also called beta-arrestin signalosomes. Acts as signaling scaffold for the AKT1 pathway. GPCRs for which the beta-arrestin-mediated signaling relies on both ARRB1 and ARRB2 (codependent regulation) include ADRB2, F2RL1 and PTH1R. For some GPCRs the beta-arrestin-mediated signaling relies on either ARRB1 or ARRB2 and is inhibited by the other respective beta-arrestin form (reciprocal regulation). Increases ERK1/2 signaling in AGTR1- and AVPR2-mediated activation (reciprocal regulation). Involved in CCR7-mediated ERK1/2 signaling involving ligand CCL19. Is involved in type-1A angiotensin II receptor/AGTR1-mediated ERK activity. Is involved in type-1A angiotensin II receptor/AGTR1-mediated MAPK10 activity. Is involved in dopamine-stimulated AKT1 activity in the striatum by disrupting the association of AKT1 with its negative regulator PP2A. Involved in AGTR1-mediated chemotaxis. Appears to function as signaling scaffold involved in regulation of MIP-1-beta-stimulated CCR5-dependent chemotaxis. Involved in attenuation of NF-kappa-B-dependent transcription in response to GPCR or cytokine stimulation by interacting with and stabilizing CHUK. Suppresses UV-induced NF-kappa-B-dependent activation by interacting with CHUK. The function is promoted by stimulation of ADRB2 and dephosphorylation of ARRB2. Involved in p53/TP53-mediated apoptosis by regulating MDM2 and reducing the MDM2-mediated degradation of p53/TP53. May serve as nuclear messenger for GPCRs. Upon stimulation of OR1D2, may be involved in regulation of gene expression during the early processes of fertilization. Also involved in regulation of receptors other than GPCRs. Involved in endocytosis of TGFBR2 and TGFBR3 and down-regulates TGF-beta signaling such as NF-kappa-B activation. Involved in endocytosis of low-density lipoprotein receptor/LDLR. Involved in endocytosis of smoothened homolog/Smo, which also requires GRK2. Involved in endocytosis of SLC9A5. Involved in endocytosis of ENG and subsequent TGF-beta-mediated ERK activation and migration of epithelial cells. Involved in Toll-like receptor and IL-1 receptor signaling through the interaction with TRAF6 which prevents TRAF6 autoubiquitination and oligomerization required for activation of NF-kappa-B and JUN. Involved in insulin resistance by acting as insulin-induced signaling scaffold for SRC, AKT1 and INSR. Involved in regulation of inhibitory signaling of natural killer cells by recruiting PTPN6 and PTPN11 to KIR2DL1. Involved in IL8-mediated granule release in neutrophils. Involved in the internalization of the atypical chemokine receptor ACKR3. Acts as an adapter protein coupling FFAR4 receptor to specific downstream signaling pathways, as well as mediating receptor endocytosis (PubMed:22282525, PubMed:23809162). During the activation step of NLRP3 inflammasome, directly associates with NLRP3 leading to inhibition of proinflammatory cytokine release and inhibition of inflammation (PubMed:23809162).
                         ARRB2_HUMAN,P32121
                         ",0,1,0,3,2,2,1,6,1,0,2,1,0,0,5,3,1,1,1,4,2,1,3,0,3,0,2,2,2,3,0,0,0,0,1.70588235294118,2,1.875,0,1.17241379310345,1.09913793103448,-0.705882352941176
"ENSG00000235085","ZNF232","                                            ZNF232 (Zinc Finger Protein 232) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include nucleic acid binding and DNA-binding transcription factor activity.                                            An important paralog of this gene is ZNF397.","                                            ZNF232 (Zinc Finger Protein 232) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include nucleic acid binding and DNA-binding transcription factor activity.                                            An important paralog of this gene is ZNF397.","May be involved in transcriptional regulation.
                         ZN232_HUMAN,Q9UNY5
                         ",0,1,0,3,2,2,1,6,1,0,2,1,0,0,5,3,1,1,1,4,2,1,3,0,3,0,2,2,2,3,0,0,0,0,1.70588235294118,2,1.875,0,1.17241379310345,1.09913793103448,-0.705882352941176
"ENSG00000235085","ENSG00000261879","                                            ENSG00000261879  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000261879  is an Uncategorized gene.                                                                                                                                                                                ","no summary",0,1,0,3,2,2,1,6,1,0,2,1,0,0,5,3,1,1,1,4,2,1,3,0,3,0,2,2,2,3,0,0,0,0,1.70588235294118,2,1.875,0,1.17241379310345,1.09913793103448,-0.705882352941176
"ENSG00000235085","PELP1","This gene encodes a transcription factor which coactivates transcription of estrogen receptor responsive genes and corepresses genes activated by other hormone receptors or sequence-specific transcription factors. Expression of this gene is regulated by both members of the estrogen receptor family. This gene may be involved in the progression of several types of cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2013]","                                            PELP1 (Proline, Glutamate And Leucine Rich Protein 1) is a Protein Coding gene.                                            Diseases associated with PELP1 include Amelogenesis Imperfecta, Type Ig and Teeth Hard Tissue Disease.                                            Among its related pathways are rRNA processing in the nucleus and cytosol and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include binding.                                            ","Coactivator of estrogen receptor-mediated transcription and a corepressor of other nuclear hormone receptors and sequence-specific transcription factors. Plays a role in estrogen receptor (ER) genomic activity when present in the nuclear compartment by activating the ER target genes in a hormonal stimulation dependent manner. Can facilitate ER non-genomic signaling via SRC and PI3K interaction in the cytosol. Plays a role in E2-mediated cell cycle progression by interacting with RB1. May have important functional implications in ER/growth factor cross-talk. Interacts with several growth factor signaling components including EGFR and HRS. Involved in nuclear receptor signaling via its interaction with AR and NR3C1. May promote tumorigenesis via its interaction with and modulation of several oncogenes including SRC, PI3K, STAT3 and EGFR. Plays a role in cancer cell metastasis via its ability to modulate E2-mediated cytoskeleton changes and cell migration via its interaction with SRC and PI3K. Functions as the key stabilizing component of the Five Friends of Methylated CHTOP (5FMC) complex; the 5FMC complex is recruited to ZNF148 by methylated CHTOP, leading to desumoylation of ZNF148 and subsequent transactivation of ZNF148 target genes. Component of the PELP1 complex involved in the nucleolar steps of 28S rRNA maturation and the subsequent nucleoplasmic transit of the pre-60S ribosomal subunit. Regulates pre-60S association of the critical remodeling factor MDN1 (PubMed:21326211).
                         PELP1_HUMAN,Q8IZL8
                         ",0,1,0,3,2,2,1,6,1,0,2,1,0,0,5,3,1,1,1,4,2,1,3,0,3,0,2,2,2,3,0,0,0,0,1.70588235294118,2,1.875,0,1.17241379310345,1.09913793103448,-0.705882352941176
"ENSG00000235281","LOC107983989","                                            LOC107983989 (Uncharacterized LOC107983989) is a Protein Coding gene.                                                                                                                                                                                ","                                            LOC107983989 (Uncharacterized LOC107983989) is a Protein Coding gene.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,5,7,0,0.0588235294117647,0.75,0.875,3,12.75,14.875,51
"ENSG00000235281","LOC105376350","                                            LOC105376350 (Uncharacterized LOC105376350) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC105376350 (Uncharacterized LOC105376350) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,5,7,0,0.0588235294117647,0.75,0.875,3,12.75,14.875,51
"ENSG00000235281","PFKP","This gene encodes a member of the phosphofructokinase A protein family. The encoded enzyme is the platelet-specific isoform of phosphofructokinase and plays a key role in glycolysis regulation. This gene may play a role in metabolic reprogramming in some cancers, including clear cell renal cell carcinomas, and cancer of the bladder, breast, and lung. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]","                                            PFKP (Phosphofructokinase, Platelet) is a Protein Coding gene.                                            Diseases associated with PFKP include Glycogen Storage Disease Vii and Glycogen Storage Disease.                                            Among its related pathways are Glucose metabolism and Akt Signaling.                                            Gene Ontology (GO) annotations related to this gene include 6-phosphofructokinase activity.                                            An important paralog of this gene is PFKM.","Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.
                         PFKAP_HUMAN,Q01813
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,5,7,0,0.0588235294117647,0.75,0.875,3,12.75,14.875,51
"ENSG00000235281","ENSG00000235281","                                            ENSG00000235281  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000235281  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,5,7,0,0.0588235294117647,0.75,0.875,3,12.75,14.875,51
"ENSG00000235281","ADARB2","This gene encodes a member of the double-stranded RNA adenosine deaminase family of RNA-editing enzymes and may play a regulatory role in RNA editing. [provided by RefSeq, Jul 2008]","                                            ADARB2 (Adenosine Deaminase RNA Specific B2 (Inactive)) is a Protein Coding gene.                                            Diseases associated with ADARB2 include Dyschromatosis Symmetrica Hereditaria and Juvenile Astrocytoma.                                            Among its related pathways are ATP/ITP metabolism.                                            Gene Ontology (GO) annotations related to this gene include double-stranded RNA binding.                                            An important paralog of this gene is ADARB1.","Lacks editing activity. It prevents the binding of other ADAR enzymes to targets in vitro, and decreases the efficiency of these enzymes. Capable of binding to dsRNA but also to ssRNA.
                         RED2_HUMAN,Q9NS39
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,5,7,0,0.0588235294117647,0.75,0.875,3,12.75,14.875,51
"ENSG00000235281","ENSG00000237500","                                            ENSG00000237500  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000237500  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,5,7,0,0.0588235294117647,0.75,0.875,3,12.75,14.875,51
"ENSG00000235281","LINC02645","                                            LINC02645 (Long Intergenic Non-Protein Coding RNA 2645) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LINC02645 (Long Intergenic Non-Protein Coding RNA 2645) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,5,7,0,0.0588235294117647,0.75,0.875,3,12.75,14.875,51
"ENSG00000236073","HP1BP3","                                            HP1BP3 (Heterochromatin Protein 1 Binding Protein 3) is a Protein Coding gene.                                            Diseases associated with HP1BP3 include Postpartum Depression and Methylmalonic Aciduria, Cblb Type.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleosome binding.                                            ","                                            HP1BP3 (Heterochromatin Protein 1 Binding Protein 3) is a Protein Coding gene.                                            Diseases associated with HP1BP3 include Postpartum Depression and Methylmalonic Aciduria, Cblb Type.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleosome binding.                                            ","Component of heterochromatin that maintains heterochromatin integrity during G1/S progression and regulates the duration of G1 phase to critically influence cell proliferative capacity (PubMed:24830416). Mediates chromatin condensation during hypoxia, leading to increased tumor cell viability, radio-resistance, chemo-resistance and self-renewal(PubMed:25100860).
                         HP1B3_HUMAN,Q5SSJ5
                         ",0,0,4,2,2,0,9,7,1,2,9,0,1,3,0,0,1,1,2,2,3,0,2,4,3,4,0,0,3,4,0,0,0,0,2.47058823529412,1.75,2.5,0,0.708333333333333,1.01190476190476,-1.47058823529412
"ENSG00000236073","MIR1256","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIR1256 (MicroRNA 1256) is an RNA Gene, and is affiliated with the miRNA class.                                                                                                                                                                                ","no summary",0,0,4,2,2,0,9,7,1,2,9,0,1,3,0,0,1,1,2,2,3,0,2,4,3,4,0,0,3,4,0,0,0,0,2.47058823529412,1.75,2.5,0,0.708333333333333,1.01190476190476,-1.47058823529412
"ENSG00000236073","EIF4G3","The protein encoded by this gene is thought to be part of the eIF4F protein complex, which is involved in mRNA cap recognition and transport of mRNAs to the ribosome. Interestingly, a microRNA (miR-520c-3p) has been found that negatively regulates synthesis of the encoded protein, and this leads to a global decrease in protein translation and cell proliferation. Therefore, this protein is a key component of the anti-tumor activity of miR-520c-3p. [provided by RefSeq, May 2016]","                                            EIF4G3 (Eukaryotic Translation Initiation Factor 4 Gamma 3) is a Protein Coding gene.                                            Diseases associated with EIF4G3 include Autosomal Dominant Non-Syndromic Intellectual Disability 24 and Mouth Disease.                                            Among its related pathways are Translation Translation regulation by Alpha-1 adrenergic receptors and Beta-Adrenergic Signaling.                                            Gene Ontology (GO) annotations related to this gene include binding.                                            An important paralog of this gene is EIF4G1.","Probable component of the protein complex eIF4F, which is involved in the recognition of the mRNA cap, ATP-dependent unwinding of 5'-terminal secondary structure and recruitment of mRNA to the ribosome. Thought to be a functional homolog of EIF4G1.
                         IF4G3_HUMAN,O43432
                         ",0,0,4,2,2,0,9,7,1,2,9,0,1,3,0,0,1,1,2,2,3,0,2,4,3,4,0,0,3,4,0,0,0,0,2.47058823529412,1.75,2.5,0,0.708333333333333,1.01190476190476,-1.47058823529412
"ENSG00000236073","ENSG00000236073","                                            ENSG00000236073  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000236073  is a Pseudogene.                                                                                                                                                                                ","no summary",0,0,4,2,2,0,9,7,1,2,9,0,1,3,0,0,1,1,2,2,3,0,2,4,3,4,0,0,3,4,0,0,0,0,2.47058823529412,1.75,2.5,0,0.708333333333333,1.01190476190476,-1.47058823529412
"ENSG00000243051","RN7SL269P","                                            RN7SL269P (RNA, 7SL, Cytoplasmic 269, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","                                            RN7SL269P (RNA, 7SL, Cytoplasmic 269, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary",1,1,0,1,1,0,2,0,3,1,4,1,2,0,2,1,0,2,2,1,4,0,0,0,0,1,0,0,5,3,0,0,0,0,1.23529411764706,1.75,1.125,0,1.41666666666667,0.910714285714286,-0.235294117647059
"ENSG00000244734","HBB","The alpha (HBA) and beta (HBB) loci determine the structure of the 2 types of polypeptide chains in adult hemoglobin, Hb A. The normal adult hemoglobin tetramer consists of two alpha chains and two beta chains. Mutant beta globin causes sickle cell anemia. Absence of beta chain causes beta-zero-thalassemia. Reduced amounts of detectable beta globin causes beta-plus-thalassemia. The order of the genes in the beta-globin cluster is 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'. [provided by RefSeq, Jul 2008]","                                            HBB (Hemoglobin Subunit Beta) is a Protein Coding gene.                                            Diseases associated with HBB include Beta-Thalassemia and Sickle Cell Anemia.                                            Among its related pathways are Folate Metabolism and Response to elevated platelet cytosolic Ca2+.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and oxygen binding.                                            An important paralog of this gene is HBD.","Involved in oxygen transport from the lung to the various peripheral tissues.
                         HBB_HUMAN,P68871
                         ",1830,19,2773,12949,84,188,307,1231,87,433,217,1207,74,80551,19,4630,7823,2385,18,122281,267325,49417,311,31566,40951,115,1848,158490,98515,632411,43510,1171200,112,323781,6763.35294117647,109760.25,120525.875,384650.75,16.2286739956687,17.8204325647738,56.8727897753464
"ENSG00000246820","RIC3-DT","                                            RIC3-DT (RIC3 Divergent Transcript) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            RIC3-DT (RIC3 Divergent Transcript) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0,1,0,1,0,2,0,3,11,0,0.0588235294117647,1.5,0.75,3.5,25.5,12.75,59.5
"ENSG00000248366","TRAJ51","T cell receptors recognize foreign antigens which have been processed as small peptides and bound to major histocompatibility complex (MHC) molecules at the surface of antigen presenting cells (APC). Each T cell receptor is a dimer consisting of one alpha and one beta chain or one delta and one gamma chain. In a single cell, the T cell receptor loci are rearranged and expressed in the order delta, gamma, beta, and alpha. If both delta and gamma rearrangements produce functional chains, the cell expresses delta and gamma. If not, the cell proceeds to rearrange the beta and alpha loci. This region represents the germline organization of the T cell receptor alpha and delta loci. Both the alpha and delta loci include V (variable), J (joining), and C (constant) segments and the delta locus also includes diversity (D) segments. The delta locus is situated within the alpha locus, between the alpha V and J segments. During T cell development, the delta chain is synthesized by a recombination event at the DNA level joining a D segment with a J segment; a V segment is then joined to the D-J gene. The alpha chain is synthesized by recombination joining a single V segment with a J segment. For both chains, the C segment is later joined by splicing at the RNA level. Recombination of many different V segments with several J segments provides a wide range of antigen recognition. Additional diversity is attained by junctional diversity, resulting from the random additional of nucleotides by terminal deoxynucleotidyltransferase. Five variable segments can be used in either alpha or delta chains and are described by TRAV/DV symbols. Several V and J segments of the alpha locus are known to be incapable of encoding a protein and are considered pseudogenes. [provided by RefSeq, Aug 2016]","                                            TRAJ51 (T Cell Receptor Alpha Joining 51 (Pseudogene)) is a Pseudogene.                                                                                                                                                                                ","no summary",0,2,1,5,1,3,2,2,0,3,7,2,0,1,0,3,2,1,3,1,2,1,0,0,0,0,0,0,3,1,0,0,0,0,2.05882352941176,1.75,0.5,0,0.85,0.242857142857143,-1.05882352941176
"ENSG00000249109","FAM153CP","                                            FAM153CP (Family With Sequence Similarity 153 Member C, Pseudogene) is a Pseudogene.                                            Diseases associated with FAM153CP include Ovarian Cystadenocarcinoma and Ovarian Serous Cystadenocarcinoma.                                                                                                                                    ","                                            FAM153CP (Family With Sequence Similarity 153 Member C, Pseudogene) is a Pseudogene.                                            Diseases associated with FAM153CP include Ovarian Cystadenocarcinoma and Ovarian Serous Cystadenocarcinoma.                                                                                                                                    ","no summary",1,0,0,2,0,3,0,0,0,6,1,1,0,1,3,1,3,2,3,1,4,4,2,0,0,0,1,0,4,1,0,0,0,0,1.35294117647059,3,1,0,2.21739130434783,0.739130434782609,-0.352941176470588
"ENSG00000249109","RF00017-5147","                                            RF00017-5147  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-5147  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary",1,0,0,2,0,3,0,0,0,6,1,1,0,1,3,1,3,2,3,1,4,4,2,0,0,0,1,0,4,1,0,0,0,0,1.35294117647059,3,1,0,2.21739130434783,0.739130434782609,-0.352941176470588
"ENSG00000249109","B4GALT7","This gene is a member of the beta-1,4-galactosyltransferase (beta4GalT) family. Family members encode type II membrane-bound glycoproteins that appear to have exclusive specificity for the donor substrate UDP-galactose. Each beta4GalT member has a distinct function in the biosynthesis of different glycoconjugates and saccharide structures. As type II membrane proteins, they have an N-terminal hydrophobic signal sequence that directs the protein to the Golgi apparatus which then remains uncleaved to function as a transmembrane anchor. The enzyme encoded by this gene attaches the first galactose in the common carbohydrate-protein linkage (GlcA-beta1,3-Gal-beta1,3-Gal-beta1,4-Xyl-beta1-O-Ser) found in proteoglycans. This enzyme differs from other beta4GalTs because it lacks the conserved Cys residues found in beta4GalT1-beta4GalT6 and it is located in cis-Golgi instead of trans-Golgi. Mutations in this gene have been associated with the progeroid form of Ehlers-Danlos syndrome. [provided by RefSeq, Oct 2009]","                                            B4GALT7 (Beta-1,4-Galactosyltransferase 7) is a Protein Coding gene.                                            Diseases associated with B4GALT7 include Ehlers-Danlos Syndrome, Spondylodysplastic Type, 1 and Ehlers-Danlos Syndrome Progeroid Type.                                            Among its related pathways are Sweet Taste Signaling and Chondroitin sulfate/dermatan sulfate metabolism.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring glycosyl groups and galactosyltransferase activity.                                            An important paralog of this gene is B4GALT3.","Required for the biosynthesis of the tetrasaccharide linkage region of proteoglycans, especially for small proteoglycans in skin fibroblasts.
                         B4GT7_HUMAN,Q9UBV7
                         ",1,0,0,2,0,3,0,0,0,6,1,1,0,1,3,1,3,2,3,1,4,4,2,0,0,0,1,0,4,1,0,0,0,0,1.35294117647059,3,1,0,2.21739130434783,0.739130434782609,-0.352941176470588
"ENSG00000249109","FAM153A","                                            FAM153A (Family With Sequence Similarity 153 Member A) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ENSG00000285476.","                                            FAM153A (Family With Sequence Similarity 153 Member A) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ENSG00000285476.","no summary",1,0,0,2,0,3,0,0,0,6,1,1,0,1,3,1,3,2,3,1,4,4,2,0,0,0,1,0,4,1,0,0,0,0,1.35294117647059,3,1,0,2.21739130434783,0.739130434782609,-0.352941176470588
"ENSG00000249109","ENSG00000249109","                                            ENSG00000249109  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000249109  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",1,0,0,2,0,3,0,0,0,6,1,1,0,1,3,1,3,2,3,1,4,4,2,0,0,0,1,0,4,1,0,0,0,0,1.35294117647059,3,1,0,2.21739130434783,0.739130434782609,-0.352941176470588
"ENSG00000250050","MTND4P9","                                            MTND4P9 (MT-ND4 Pseudogene 9) is a Pseudogene.                                                                                                                                                                                ","                                            MTND4P9 (MT-ND4 Pseudogene 9) is a Pseudogene.                                                                                                                                                                                ","no summary",0,0,1,0,0,1,0,4,3,1,0,3,2,3,0,3,0,2,1,0,4,1,2,2,1,0,1,0,0,1,0,0,0,0,1.35294117647059,1.5,0.875,0,1.10869565217391,0.646739130434783,-0.352941176470588
"ENSG00000250322","FGF2","The protein encoded by this gene is a member of the fibroblast growth factor (FGF) family. FGF family members bind heparin and possess broad mitogenic and angiogenic activities. This protein has been implicated in diverse biological processes, such as limb and nervous system development, wound healing, and tumor growth. The mRNA for this gene contains multiple polyadenylation sites, and is alternatively translated from non-AUG (CUG) and AUG initiation codons, resulting in five different isoforms with distinct properties. The CUG-initiated isoforms are localized in the nucleus and are responsible for the intracrine effect, whereas, the AUG-initiated form is mostly cytosolic and is responsible for the paracrine and autocrine effects of this FGF. [provided by RefSeq, Jul 2008]","                                            FGF2 (Fibroblast Growth Factor 2) is a Protein Coding gene.                                            Diseases associated with FGF2 include Corneal Neovascularization and Chronic Ulcer Of Skin.                                            Among its related pathways are RET signaling and Signaling by FGFR2 in disease.                                            Gene Ontology (GO) annotations related to this gene include cytokine activity and heparin binding.                                            An important paralog of this gene is FGF1.","Acts as a ligand for FGFR1, FGFR2, FGFR3 and FGFR4 (PubMed:8663044). Also acts as an integrin ligand which is required for FGF2 signaling (PubMed:28302677). Binds to integrin ITGAV:ITGB3 (PubMed:28302677). Plays an important role in the regulation of cell survival, cell division, cell differentiation and cell migration (PubMed:8663044, PubMed:28302677). Functions as a potent mitogen in vitro (PubMed:1721615, PubMed:3964259, PubMed:3732516). Can induce angiogenesis (PubMed:23469107, PubMed:28302677). Mediates phosphorylation of ERK1/2 and thereby promotes retinal lens fiber differentiation (PubMed:29501879).
                         FGF2_HUMAN,P09038
                         ",2,2,0,1,1,4,1,3,2,0,0,0,3,0,2,2,1,1,1,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1.35294117647059,0.75,0.5,0,0.554347826086957,0.369565217391304,-0.352941176470588
