"proteinSearched","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"pbmc","MIS12","                                            MIS12 (MIS12 Kinetochore Complex Component) is a Protein Coding gene.                                            Diseases associated with MIS12 include Tick-Borne Relapsing Fever and Microcephaly 4, Primary, Autosomal Recessive.                                            Among its related pathways are Signaling by GPCR and Mitotic Prometaphase.                                                                                        ","                                            MIS12 (MIS12 Kinetochore Complex Component) is a Protein Coding gene.                                            Diseases associated with MIS12 include Tick-Borne Relapsing Fever and Microcephaly 4, Primary, Autosomal Recessive.                                            Among its related pathways are Signaling by GPCR and Mitotic Prometaphase.                                                                                        ","Part of the MIS12 complex which is required for normal chromosome alignment and segregation and for kinetochore formation during mitosis (PubMed:12515822, PubMed:15502821, PubMed:16585270). Essential for proper kinetochore microtubule attachments (PubMed:23891108).
                         MIS12_HUMAN,Q9H081
                         ","Fri Aug 14 08:56:44 2020"
"pbmc","ENSG00000262903","                                            ENSG00000262903  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000262903  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:44 2020"
"pbmc","NUP88","The nuclear pore complex is a massive structure that extends across the nuclear envelope, forming a gateway that regulates the flow of macromolecules between the nucleus and the cytoplasm. Nucleoporins, a family of 50 to 100 proteins, are the main components of the nuclear pore complex in eukaryotic cells. The protein encoded by this gene belongs to the nucleoporin family and is associated with the oncogenic nucleoporin CAN/Nup214 in a dynamic subcomplex. This protein is also overexpressed in a large number of malignant neoplasms and precancerous dysplasias. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Mar 2016]","                                            NUP88 (Nucleoporin 88) is a Protein Coding gene.                                            Diseases associated with NUP88 include Fetal Akinesia Deformation Sequence 4 and Fetal Akinesia Deformation Sequence 1.                                            Among its related pathways are Transport of the SLBP independent Mature mRNA and Cellular response to heat stress.                                            Gene Ontology (GO) annotations related to this gene include transporter activity.                                            ","Component of nuclear pore complex.
                         NUP88_HUMAN,Q99567
                         ","Fri Aug 14 08:56:46 2020"
"pbmc","ZFP3","                                            ZFP3 (ZFP3 Zinc Finger Protein) is a Protein Coding gene.                                            Diseases associated with ZFP3 include Sleeping Sickness.                                                                                        Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity.                                            An important paralog of this gene is ZNF268.","                                            ZFP3 (ZFP3 Zinc Finger Protein) is a Protein Coding gene.                                            Diseases associated with ZFP3 include Sleeping Sickness.                                                                                        Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity.                                            An important paralog of this gene is ZNF268.","May be involved in transcriptional regulation.
                         ZFP3_HUMAN,Q96NJ6
                         ","Fri Aug 14 08:56:47 2020"
"pbmc","CYB5D2","                                            CYB5D2 (Cytochrome B5 Domain Containing 2) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include heme binding.                                            An important paralog of this gene is PGRMC2.","                                            CYB5D2 (Cytochrome B5 Domain Containing 2) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include heme binding.                                            An important paralog of this gene is PGRMC2.","Heme-binding protein which promotes neuronal but not astrocyte differentiation.
                         NEUFC_HUMAN,Q8WUJ1
                         ","Fri Aug 14 08:56:47 2020"
"pbmc","ENSG00000263272","                                            ENSG00000263272  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000263272  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:48 2020"
"pbmc","LNC-HASPIN-2","                                            lnc-HASPIN-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-HASPIN-2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:49 2020"
"pbmc","PIR-56497-061","                                            piR-56497-061  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-56497-061  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:49 2020"
"pbmc","DERL2","Proteins that are unfolded or misfolded in the endoplasmic reticulum (ER) must be refolded or degraded to maintain the homeostasis of the ER. DERL2 is involved in the degradation of misfolded glycoproteins in the ER (Oda et al., 2006 [PubMed 16449189]).[supplied by OMIM, Mar 2008]","                                            DERL2 (Derlin 2) is a Protein Coding gene.                                            Diseases associated with DERL2 include Cystic Fibrosis.                                            Among its related pathways are Regulation of activated PAK-2p34 by proteasome mediated degradation and Signaling by GPCR.                                                                                        An important paralog of this gene is DERL3.","Functional component of endoplasmic reticulum-associated degradation (ERAD) for misfolded lumenal glycoproteins, but not that of misfolded nonglycoproteins. May act by forming a channel that allows the retrotranslocation of misfolded glycoproteins into the cytosol where they are ubiquitinated and degraded by the proteasome. May mediate the interaction between VCP and misfolded glycoproteins (PubMed:16186509, PubMed:16449189). May also be involved in endoplasmic reticulum stress-induced pre-emptive quality control, a mechanism that selectively attenuates the translocation of newly synthesized proteins into the endoplasmic reticulum and reroutes them to the cytosol for proteasomal degradation (PubMed:26565908).
                         DERL2_HUMAN,Q9GZP9
                         ","Fri Aug 14 08:56:50 2020"
"pbmc","GGT6","GGT6 belongs to the gamma-glutamyltransferase (GGT; EC 2.3.2.2) gene family. GGT is a membrane-bound extracellular enzyme that cleaves gamma-glutamyl peptide bonds in glutathione and other peptides and transfers the gamma-glutamyl moiety to acceptors. GGT is also key to glutathione homeostasis because it provides substrates for glutathione synthesis (Heisterkamp et al., 2008 [PubMed 18357469]).[supplied by OMIM, Oct 2008]","                                            GGT6 (Gamma-Glutamyltransferase 6) is a Protein Coding gene.                                            Diseases associated with GGT6 include Glutathionuria and Bladder Sarcoma.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include obsolete gamma-glutamyltransferase activity and glutathione hydrolase activity.                                            An important paralog of this gene is GGT7.","Cleaves glutathione conjugates.
                         GGT6_HUMAN,Q6P531
                         ","Fri Aug 14 08:56:51 2020"
"pbmc","SPNS2","The protein encoded by this gene is a transporter of sphingosine 1-phosphate, a secreted lipid that is important in cardiovascular, immunological, and neural development. Defects in this gene are a cause of early onset progressive hearing loss. [provided by RefSeq, Jul 2016]","                                            SPNS2 (Sphingolipid Transporter 2) is a Protein Coding gene.                                            Diseases associated with SPNS2 include Deafness, Autosomal Recessive 115.                                                                                        Gene Ontology (GO) annotations related to this gene include transmembrane transporter activity and sphingolipid transporter activity.                                            An important paralog of this gene is SPNS1.","Acts a a crucial lysosphingolipid sphingosine 1-phosphate (S1P) transporter involved in S1P secretion and function (PubMed:19074308, PubMed:23180825). S1P is a bioactive signaling molecule that regulates many physiological processes important for the development and for the immune system. Regulates levels of S1P and the S1P gradient that exists between the high circulating concentrations of S1P and low tissue levels that control lymphocyte trafficking (PubMed:19074308, PubMed:23180825).
                         SPNS2_HUMAN,Q8IVW8
                         ","Fri Aug 14 08:56:52 2020"
"pbmc","ENSG00000235281","                                            ENSG00000235281  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000235281  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:53 2020"
"pbmc","LOC107983989","                                            LOC107983989 (Uncharacterized LOC107983989) is a Protein Coding gene.                                                                                                                                                                                ","                                            LOC107983989 (Uncharacterized LOC107983989) is a Protein Coding gene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:53 2020"
"pbmc","LOC105376350","                                            LOC105376350 (Uncharacterized LOC105376350) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC105376350 (Uncharacterized LOC105376350) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:54 2020"
"pbmc","PFKP","This gene encodes a member of the phosphofructokinase A protein family. The encoded enzyme is the platelet-specific isoform of phosphofructokinase and plays a key role in glycolysis regulation. This gene may play a role in metabolic reprogramming in some cancers, including clear cell renal cell carcinomas, and cancer of the bladder, breast, and lung. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]","                                            PFKP (Phosphofructokinase, Platelet) is a Protein Coding gene.                                            Diseases associated with PFKP include Glycogen Storage Disease Vii and Glycogen Storage Disease.                                            Among its related pathways are Glucose metabolism and Akt Signaling.                                            Gene Ontology (GO) annotations related to this gene include 6-phosphofructokinase activity.                                            An important paralog of this gene is PFKM.","Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.
                         PFKAP_HUMAN,Q01813
                         ","Fri Aug 14 08:56:55 2020"
"pbmc","LINC02645","                                            LINC02645 (Long Intergenic Non-Protein Coding RNA 2645) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LINC02645 (Long Intergenic Non-Protein Coding RNA 2645) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:55 2020"
"pbmc","LNC-PITRM1-6","                                            lnc-PITRM1-6  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-PITRM1-6  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:56 2020"
"pbmc","LNC-PFKP-27","                                            lnc-PFKP-27  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-PFKP-27  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:56 2020"
"pbmc","ADARB2","This gene encodes a member of the double-stranded RNA adenosine deaminase family of RNA-editing enzymes and may play a regulatory role in RNA editing. [provided by RefSeq, Jul 2008]","                                            ADARB2 (Adenosine Deaminase RNA Specific B2 (Inactive)) is a Protein Coding gene.                                            Diseases associated with ADARB2 include Dyschromatosis Symmetrica Hereditaria and Juvenile Astrocytoma.                                            Among its related pathways are ATP/ITP metabolism.                                            Gene Ontology (GO) annotations related to this gene include double-stranded RNA binding.                                            An important paralog of this gene is ADARB1.","Lacks editing activity. It prevents the binding of other ADAR enzymes to targets in vitro, and decreases the efficiency of these enzymes. Capable of binding to dsRNA but also to ssRNA.
                         RED2_HUMAN,Q9NS39
                         ","Fri Aug 14 08:56:57 2020"
"pbmc","ENSG00000237500","                                            ENSG00000237500  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000237500  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:58 2020"
"pbmc","PIR-50852-016","                                            piR-50852-016  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-50852-016  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:58 2020"
"pbmc","PIR-50443-033","                                            piR-50443-033  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-50443-033  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:56:59 2020"
"pbmc","ENSG00000236073","                                            ENSG00000236073  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000236073  is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:00 2020"
"pbmc","EIF4G3","The protein encoded by this gene is thought to be part of the eIF4F protein complex, which is involved in mRNA cap recognition and transport of mRNAs to the ribosome. Interestingly, a microRNA (miR-520c-3p) has been found that negatively regulates synthesis of the encoded protein, and this leads to a global decrease in protein translation and cell proliferation. Therefore, this protein is a key component of the anti-tumor activity of miR-520c-3p. [provided by RefSeq, May 2016]","                                            EIF4G3 (Eukaryotic Translation Initiation Factor 4 Gamma 3) is a Protein Coding gene.                                            Diseases associated with EIF4G3 include Autosomal Dominant Non-Syndromic Intellectual Disability 24 and Mouth Disease.                                            Among its related pathways are Translation Translation regulation by Alpha-1 adrenergic receptors and Beta-Adrenergic Signaling.                                            Gene Ontology (GO) annotations related to this gene include binding.                                            An important paralog of this gene is EIF4G1.","Probable component of the protein complex eIF4F, which is involved in the recognition of the mRNA cap, ATP-dependent unwinding of 5'-terminal secondary structure and recruitment of mRNA to the ribosome. Thought to be a functional homolog of EIF4G1.
                         IF4G3_HUMAN,O43432
                         ","Fri Aug 14 08:57:01 2020"
"pbmc","HP1BP3","                                            HP1BP3 (Heterochromatin Protein 1 Binding Protein 3) is a Protein Coding gene.                                            Diseases associated with HP1BP3 include Postpartum Depression and Methylmalonic Aciduria, Cblb Type.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleosome binding.                                            ","                                            HP1BP3 (Heterochromatin Protein 1 Binding Protein 3) is a Protein Coding gene.                                            Diseases associated with HP1BP3 include Postpartum Depression and Methylmalonic Aciduria, Cblb Type.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleosome binding.                                            ","Component of heterochromatin that maintains heterochromatin integrity during G1/S progression and regulates the duration of G1 phase to critically influence cell proliferative capacity (PubMed:24830416). Mediates chromatin condensation during hypoxia, leading to increased tumor cell viability, radio-resistance, chemo-resistance and self-renewal(PubMed:25100860).
                         HP1B3_HUMAN,Q5SSJ5
                         ","Fri Aug 14 08:57:02 2020"
"pbmc","LNC-ECE1-4","                                            lnc-ECE1-4  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-ECE1-4  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:02 2020"
"pbmc","MIR1256","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIR1256 (MicroRNA 1256) is an RNA Gene, and is affiliated with the miRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:03 2020"
"pbmc","PIR-56759-007","                                            piR-56759-007  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-56759-007  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:03 2020"
"pbmc","RN7SL269P","                                            RN7SL269P (RNA, 7SL, Cytoplasmic 269, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","                                            RN7SL269P (RNA, 7SL, Cytoplasmic 269, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:04 2020"
"pbmc","HBB","The alpha (HBA) and beta (HBB) loci determine the structure of the 2 types of polypeptide chains in adult hemoglobin, Hb A. The normal adult hemoglobin tetramer consists of two alpha chains and two beta chains. Mutant beta globin causes sickle cell anemia. Absence of beta chain causes beta-zero-thalassemia. Reduced amounts of detectable beta globin causes beta-plus-thalassemia. The order of the genes in the beta-globin cluster is 5'-epsilon -- gamma-G -- gamma-A -- delta -- beta--3'. [provided by RefSeq, Jul 2008]","                                            HBB (Hemoglobin Subunit Beta) is a Protein Coding gene.                                            Diseases associated with HBB include Beta-Thalassemia and Sickle Cell Anemia.                                            Among its related pathways are Folate Metabolism and Response to elevated platelet cytosolic Ca2+.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and oxygen binding.                                            An important paralog of this gene is HBD.","Involved in oxygen transport from the lung to the various peripheral tissues.
                         HBB_HUMAN,P68871
                         ","Fri Aug 14 08:57:05 2020"
"pbmc","RIC3-DT","                                            RIC3-DT (RIC3 Divergent Transcript) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            RIC3-DT (RIC3 Divergent Transcript) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:05 2020"
"pbmc","TRAJ51","T cell receptors recognize foreign antigens which have been processed as small peptides and bound to major histocompatibility complex (MHC) molecules at the surface of antigen presenting cells (APC). Each T cell receptor is a dimer consisting of one alpha and one beta chain or one delta and one gamma chain. In a single cell, the T cell receptor loci are rearranged and expressed in the order delta, gamma, beta, and alpha. If both delta and gamma rearrangements produce functional chains, the cell expresses delta and gamma. If not, the cell proceeds to rearrange the beta and alpha loci. This region represents the germline organization of the T cell receptor alpha and delta loci. Both the alpha and delta loci include V (variable), J (joining), and C (constant) segments and the delta locus also includes diversity (D) segments. The delta locus is situated within the alpha locus, between the alpha V and J segments. During T cell development, the delta chain is synthesized by a recombination event at the DNA level joining a D segment with a J segment; a V segment is then joined to the D-J gene. The alpha chain is synthesized by recombination joining a single V segment with a J segment. For both chains, the C segment is later joined by splicing at the RNA level. Recombination of many different V segments with several J segments provides a wide range of antigen recognition. Additional diversity is attained by junctional diversity, resulting from the random additional of nucleotides by terminal deoxynucleotidyltransferase. Five variable segments can be used in either alpha or delta chains and are described by TRAV/DV symbols. Several V and J segments of the alpha locus are known to be incapable of encoding a protein and are considered pseudogenes. [provided by RefSeq, Aug 2016]","                                            TRAJ51 (T Cell Receptor Alpha Joining 51 (Pseudogene)) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:07 2020"
"pbmc","ENSG00000249109","                                            ENSG00000249109  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000249109  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:08 2020"
"pbmc","B4GALT7","This gene is a member of the beta-1,4-galactosyltransferase (beta4GalT) family. Family members encode type II membrane-bound glycoproteins that appear to have exclusive specificity for the donor substrate UDP-galactose. Each beta4GalT member has a distinct function in the biosynthesis of different glycoconjugates and saccharide structures. As type II membrane proteins, they have an N-terminal hydrophobic signal sequence that directs the protein to the Golgi apparatus which then remains uncleaved to function as a transmembrane anchor. The enzyme encoded by this gene attaches the first galactose in the common carbohydrate-protein linkage (GlcA-beta1,3-Gal-beta1,3-Gal-beta1,4-Xyl-beta1-O-Ser) found in proteoglycans. This enzyme differs from other beta4GalTs because it lacks the conserved Cys residues found in beta4GalT1-beta4GalT6 and it is located in cis-Golgi instead of trans-Golgi. Mutations in this gene have been associated with the progeroid form of Ehlers-Danlos syndrome. [provided by RefSeq, Oct 2009]","                                            B4GALT7 (Beta-1,4-Galactosyltransferase 7) is a Protein Coding gene.                                            Diseases associated with B4GALT7 include Ehlers-Danlos Syndrome, Spondylodysplastic Type, 1 and Ehlers-Danlos Syndrome Progeroid Type.                                            Among its related pathways are Sweet Taste Signaling and Chondroitin sulfate/dermatan sulfate metabolism.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring glycosyl groups and galactosyltransferase activity.                                            An important paralog of this gene is B4GALT3.","Required for the biosynthesis of the tetrasaccharide linkage region of proteoglycans, especially for small proteoglycans in skin fibroblasts.
                         B4GT7_HUMAN,Q9UBV7
                         ","Fri Aug 14 08:57:09 2020"
"pbmc","FAM153A","                                            FAM153A (Family With Sequence Similarity 153 Member A) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ENSG00000285476.","                                            FAM153A (Family With Sequence Similarity 153 Member A) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ENSG00000285476.","no summary","Fri Aug 14 08:57:10 2020"
"pbmc","FAM153CP","                                            FAM153CP (Family With Sequence Similarity 153 Member C, Pseudogene) is a Pseudogene.                                            Diseases associated with FAM153CP include Ovarian Cystadenocarcinoma and Ovarian Serous Cystadenocarcinoma.                                                                                                                                    ","                                            FAM153CP (Family With Sequence Similarity 153 Member C, Pseudogene) is a Pseudogene.                                            Diseases associated with FAM153CP include Ovarian Cystadenocarcinoma and Ovarian Serous Cystadenocarcinoma.                                                                                                                                    ","no summary","Fri Aug 14 08:57:11 2020"
"pbmc","RF00017-5147","                                            RF00017-5147  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-5147  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:11 2020"
"pbmc","LNC-FAM193B-7-001","                                            lnc-FAM193B-7-001  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-FAM193B-7-001  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:12 2020"
"pbmc","PIR-34410-002","                                            piR-34410-002  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-34410-002  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:12 2020"
"pbmc","PIR-45874-205","                                            piR-45874-205  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-45874-205  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:13 2020"
"pbmc","MTND4P9","                                            MTND4P9 (MT-ND4 Pseudogene 9) is a Pseudogene.                                                                                                                                                                                ","                                            MTND4P9 (MT-ND4 Pseudogene 9) is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:13 2020"
"pbmc","ENSG00000250322","                                            ENSG00000250322  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000250322  is a Pseudogene.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:14 2020"
"pbmc","SPRY1","                                            SPRY1 (Sprouty RTK Signaling Antagonist 1) is a Protein Coding gene.                                            Diseases associated with SPRY1 include Adrenal Cortical Adenocarcinoma and Legius Syndrome.                                            Among its related pathways are RET signaling and Signaling by GPCR.                                                                                        An important paralog of this gene is SPRY2.","                                            SPRY1 (Sprouty RTK Signaling Antagonist 1) is a Protein Coding gene.                                            Diseases associated with SPRY1 include Adrenal Cortical Adenocarcinoma and Legius Syndrome.                                            Among its related pathways are RET signaling and Signaling by GPCR.                                                                                        An important paralog of this gene is SPRY2.","Inhibits fibroblast growth factor (FGF)-induced retinal lens fiber differentiation, probably by inhibiting FGF-mediated phosphorylation of ERK1/2 (By similarity). Inhibits TGFB-induced epithelial-to-mesenchymal transition in lens epithelial cells (By similarity).
                         SPY1_HUMAN,O43609
                         ","Fri Aug 14 08:57:14 2020"
"pbmc","SPATA5","This gene encodes a member of the ATPase associated with diverse activities family, whose members are defined by a highly conserved ATPase domain. Members of this family participate in diverse cellular processes that include membrane fusion, DNA replication, microtubule severing, and protein degradation. The protein encoded by this gene has a putative mitochondrial targeting sequence and has been proposed to function in maintenance of mitochondrial function and integrity during mouse spermatogenesis. Allelic variants in this gene have been associated with epilepsy, hearing loss, and cognitive disability syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]","                                            SPATA5 (Spermatogenesis Associated 5) is a Protein Coding gene.                                            Diseases associated with SPATA5 include Epilepsy, Hearing Loss, And Mental Retardation Syndrome and Epilepsy.                                            Among its related pathways are Ribosome biogenesis in eukaryotes.                                            Gene Ontology (GO) annotations related to this gene include four-way junction helicase activity.                                            An important paralog of this gene is VCP.","ATP-dependent chaperone which uses the energy provided by ATP hydrolysis to generate mechanical force to disassemble protein complexes. May be involved in morphological and functional mitochondrial transformations during spermatogenesis.
                         AFG2H_HUMAN,Q8NB90
                         ","Fri Aug 14 08:57:15 2020"
"pbmc","PIR-55194-280","                                            piR-55194-280  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-55194-280  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Fri Aug 14 08:57:16 2020"
"pbmc","NUDT6","This gene overlaps and lies on the opposite strand from FGF2 gene, and is thought to be the FGF2 antisense gene. The two genes are independently transcribed, and their expression shows an inverse relationship, suggesting that this antisense transcript may regulate FGF2 expression. This gene has also been shown to have hormone-regulatory and antiproliferative actions in the pituitary that are independent of FGF2 expression. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]","                                            NUDT6 (Nudix Hydrolase 6) is a Protein Coding gene.                                            Diseases associated with NUDT6 include Mucocutaneous Ulceration, Chronic and Gingival Overgrowth.                                            Among its related pathways are NF-KappaB Family Pathway and Activation of cAMP-Dependent PKA.                                            Gene Ontology (GO) annotations related to this gene include hydrolase activity and growth factor activity.                                            ","May contribute to the regulation of cell proliferation.
                         NUDT6_HUMAN,P53370
                         ","Fri Aug 14 08:57:17 2020"
"pbmc","FGF2","The protein encoded by this gene is a member of the fibroblast growth factor (FGF) family. FGF family members bind heparin and possess broad mitogenic and angiogenic activities. This protein has been implicated in diverse biological processes, such as limb and nervous system development, wound healing, and tumor growth. The mRNA for this gene contains multiple polyadenylation sites, and is alternatively translated from non-AUG (CUG) and AUG initiation codons, resulting in five different isoforms with distinct properties. The CUG-initiated isoforms are localized in the nucleus and are responsible for the intracrine effect, whereas, the AUG-initiated form is mostly cytosolic and is responsible for the paracrine and autocrine effects of this FGF. [provided by RefSeq, Jul 2008]","                                            FGF2 (Fibroblast Growth Factor 2) is a Protein Coding gene.                                            Diseases associated with FGF2 include Corneal Neovascularization and Chronic Ulcer Of Skin.                                            Among its related pathways are RET signaling and Signaling by FGFR2 in disease.                                            Gene Ontology (GO) annotations related to this gene include cytokine activity and heparin binding.                                            An important paralog of this gene is FGF1.","Acts as a ligand for FGFR1, FGFR2, FGFR3 and FGFR4 (PubMed:8663044). Also acts as an integrin ligand which is required for FGF2 signaling (PubMed:28302677). Binds to integrin ITGAV:ITGB3 (PubMed:28302677). Plays an important role in the regulation of cell survival, cell division, cell differentiation and cell migration (PubMed:8663044, PubMed:28302677). Functions as a potent mitogen in vitro (PubMed:1721615, PubMed:3964259, PubMed:3732516). Can induce angiogenesis (PubMed:23469107, PubMed:28302677). Mediates phosphorylation of ERK1/2 and thereby promotes retinal lens fiber differentiation (PubMed:29501879).
                         FGF2_HUMAN,P09038
                         ","Fri Aug 14 08:57:18 2020"
