"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"protein","POU1F1","ENSG00000064835","This gene encodes a member of the POU family of transcription factors that regulate mammalian development. The protein regulates expression of several genes involved in pituitary development and hormone expression. Mutations in this genes result in combined pituitary hormone deficiency. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","                                            POU1F1 (POU Class 1 Homeobox 1) is a Protein Coding gene.                                            Diseases associated with POU1F1 include Pituitary Hormone Deficiency, Combined, 1 and Isolated Growth Hormone Deficiency, Type Ii.                                            Among its related pathways are Relaxin signaling pathway and Glucocorticoid receptor regulatory network.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and chromatin binding.                                            An important paralog of this gene is POU3F3.","Transcription factor involved in the specification of the lactotrope, somatotrope, and thyrotrope phenotypes in the developing anterior pituitary. Specifically binds to the consensus sequence 5'-TAAAT-3'. Activates growth hormone and prolactin genes (PubMed:22010633, PubMed:26612202).
                         PIT1_HUMAN,P28069
                         ","Tue Aug 18 07:13:58 2020"
"protein","HSD17B3","ENSG00000130948","This isoform of 17 beta-hydroxysteroid dehydrogenase is expressed predominantly in the testis and catalyzes the conversion of androstenedione to testosterone.  It preferentially uses NADP as cofactor.  Deficiency can result in male pseudohermaphroditism with gynecomastia. [provided by RefSeq, Jul 2008]","                                            HSD17B3 (Hydroxysteroid 17-Beta Dehydrogenase 3) is a Protein Coding gene.                                            Diseases associated with HSD17B3 include 17-Beta Hydroxysteroid Dehydrogenase Iii Deficiency and Pseudohermaphroditism.                                            Among its related pathways are Androstenedione and testosterone biosynthesis and metabolism p.1 and Metabolism of steroid hormones.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and testosterone 17-beta-dehydrogenase (NADP+) activity.                                            An important paralog of this gene is HSD17B12.","Favors the reduction of androstenedione to testosterone. Uses NADPH while the two other EDH17B enzymes use NADH.
                         DHB3_HUMAN,P37058
                         ","Tue Aug 18 07:13:59 2020"
"protein","GNRH1","ENSG00000147437","This gene encodes a preproprotein that is proteolytically processed to generate a peptide that is a member of the gonadotropin-releasing hormone (GnRH) family of peptides. Alternative splicing results in multiple transcript variants, at least one of which is secreted and then cleaved to generate gonadoliberin-1 and GnRH-associated peptide 1. Gonadoliberin-1 stimulates the release of luteinizing and follicle stimulating hormones, which are important for reproduction. Mutations in this gene are associated with hypogonadotropic hypogonadism. [provided by RefSeq, Nov 2015]","                                            GNRH1 (Gonadotropin Releasing Hormone 1) is a Protein Coding gene.                                            Diseases associated with GNRH1 include Hypogonadotropic Hypogonadism 12 With Or Without Anosmia and Normosmic Congenital Hypogonadotropic Hypogonadism.                                            Among its related pathways are Integrin Pathway and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and gonadotropin hormone-releasing hormone activity.                                            An important paralog of this gene is GNRH2.","Stimulates the secretion of gonadotropins; it stimulates the secretion of both luteinizing and follicle-stimulating hormones.
                         GON1_HUMAN,P01148
                         ","Tue Aug 18 07:14:00 2020"
"protein","CYP19A1","ENSG00000137869","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ","Tue Aug 18 07:14:01 2020"
"protein","CASR","ENSG00000036828","The protein encoded by this gene is a plasma membrane G protein-coupled receptor that senses small changes in circulating calcium concentration. The encoded protein couples this information to intracellular signaling pathways that modify parathyroid hormone secretion or renal cation handling, and thus this protein plays an essential role in maintaining mineral ion homeostasis. Mutations in this gene are a cause of familial hypocalciuric hypercalcemia, neonatal severe hyperparathyroidism, and autosomal dominant hypocalcemia. [provided by RefSeq, Aug 2017]","                                            CASR (Calcium Sensing Receptor) is a Protein Coding gene.                                            Diseases associated with CASR include Hypocalcemia, Autosomal Dominant 1 and Hyperparathyroidism, Neonatal Severe.                                            Among its related pathways are RET signaling and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and protein kinase binding.                                            An important paralog of this gene is GPRC6A.","G-protein-coupled receptor that senses changes in the extracellular concentration of calcium ions and plays a key role in maintaining calcium homeostasis (PubMed:7759551, PubMed:8702647, PubMed:8636323, PubMed:8878438, PubMed:17555508, PubMed:19789209, PubMed:21566075, PubMed:22114145, PubMed:23966241, PubMed:25292184, PubMed:25104082, PubMed:26386835, PubMed:25766501, PubMed:22789683). Senses fluctuations in the circulating calcium concentration and modulates the production of parathyroid hormone (PTH) in parathyroid glands (By similarity). The activity of this receptor is mediated by a G-protein that activates a phosphatidylinositol-calcium second messenger system (PubMed:7759551). The G-protein-coupled receptor activity is activated by a co-agonist mechanism: aromatic amino acids, such as Trp or Phe, act concertedly with divalent cations, such as calcium or magnesium, to achieve full receptor activation (PubMed:27434672, PubMed:27386547).
                         CASR_HUMAN,P41180
                         ","Tue Aug 18 07:14:02 2020"
"protein","ANKH","ENSG00000154122","This gene encodes a multipass transmembrane protein that is expressed in joints and other tissues and controls pyrophosphate levels in cultured cells. Progressive ankylosis-mediated control of pyrophosphate levels has been suggested as a possible mechanism regulating tissue calcification and susceptibility to arthritis in higher animals. Mutations in this gene have been associated with autosomal dominant craniometaphyseal dysplasia. [provided by RefSeq, Jul 2008]","                                            ANKH (ANKH Inorganic Pyrophosphate Transport Regulator) is a Protein Coding gene.                                            Diseases associated with ANKH include Craniometaphyseal Dysplasia, Autosomal Dominant and Chondrocalcinosis 2.                                            Among its related pathways are Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds and Miscellaneous transport and binding events.                                            Gene Ontology (GO) annotations related to this gene include inorganic phosphate transmembrane transporter activity and inorganic diphosphate transmembrane transporter activity.                                            ","Regulates intra- and extracellular levels of inorganic pyrophosphate (PPi), probably functioning as PPi transporter.
                         ANKH_HUMAN,Q9HCJ1
                         ","Tue Aug 18 07:14:04 2020"
"protein","PTH","ENSG00000152266","This gene encodes a member of the parathyroid family of proteins. The encoded preproprotein is proteolytically processed to generate a protein that binds to the parathyroid hormone/parathyroid hormone-related peptide receptor and regulates blood calcium and phosphate levels. Excess production of the encoded protein, known as hyperparathyroidism, can result in hypercalcemia and kidney stones. On the other hand, defective processing of the encoded protein may lead to hypoparathyroidism, which can result in hypocalcemia and numbness. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]","                                            PTH (Parathyroid Hormone) is a Protein Coding gene.                                            Diseases associated with PTH include Hypoparathyroidism, Familial Isolated, 1 and Familial Isolated Hypoparathyroidism.                                            Among its related pathways are Development_Hedgehog and PTH signaling pathways in bone and cartilage development and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include hormone activity and peptide hormone receptor binding.                                            ","PTH elevates calcium level by dissolving the salts in bone and preventing their renal excretion. Stimulates [1-14C]-2-deoxy-D-glucose (2DG) transport and glycogen synthesis in osteoblastic cells.
                         PTHY_HUMAN,P01270
                         ","Tue Aug 18 07:14:57 2020"
"protein","CALCA","ENSG00000110680","This gene encodes the peptide hormones calcitonin, calcitonin gene-related peptide and katacalcin by tissue-specific alternative RNA splicing of the gene transcripts and cleavage of inactive precursor proteins. Calcitonin is involved in calcium regulation and acts to regulate phosphorus metabolism. Calcitonin gene-related peptide functions as a vasodilator and as an antimicrobial peptide while katacalcin is a calcium-lowering peptide. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Aug 2014]","                                            CALCA (Calcitonin Related Polypeptide Alpha) is a Protein Coding gene.                                            Diseases associated with CALCA include Reflex Sympathetic Dystrophy and Spinal Stenosis.                                            Among its related pathways are Neuroscience and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding.                                            An important paralog of this gene is CALCB.","CGRP induces vasodilation. It dilates a variety of vessels including the coronary, cerebral and systemic vasculature. Its abundance in the CNS also points toward a neurotransmitter or neuromodulator role. It also elevates platelet cAMP.
                         CALCA_HUMAN,P06881
                         ","Tue Aug 18 07:14:58 2020"
"protein","CALCR","ENSG00000004948","This gene encodes a high affinity receptor for the peptide hormone calcitonin and belongs to a subfamily of seven transmembrane-spanning G protein-coupled receptors. The encoded protein is involved in maintaining calcium homeostasis and in regulating osteoclast-mediated bone resorption. Polymorphisms in this gene have been associated with variations in bone mineral density and onset of osteoporosis. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2009]","                                            CALCR (Calcitonin Receptor) is a Protein Coding gene.                                            Diseases associated with CALCR include Osteoporosis and Bone Mineral Density Quantitative Trait Locus 15.                                            Among its related pathways are Signaling by GPCR and G alpha (s) signalling events.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and transmembrane signaling receptor activity.                                            An important paralog of this gene is CALCRL.","This is a receptor for calcitonin. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase. The calcitonin receptor is thought to couple to the heterotrimeric guanosine triphosphate-binding protein that is sensitive to cholera toxin.
                         CALCR_HUMAN,P30988
                         ","Tue Aug 18 07:14:59 2020"
"protein","CALCRL","ENSG00000064989","                                            CALCRL (Calcitonin Receptor Like Receptor) is a Protein Coding gene.                                            Diseases associated with CALCRL include Lymphatic Malformation 8 and Primary Angle-Closure Glaucoma.                                            Among its related pathways are Signaling by GPCR and G alpha (s) signalling events.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and protein transporter activity.                                            An important paralog of this gene is CALCR.","                                            CALCRL (Calcitonin Receptor Like Receptor) is a Protein Coding gene.                                            Diseases associated with CALCRL include Lymphatic Malformation 8 and Primary Angle-Closure Glaucoma.                                            Among its related pathways are Signaling by GPCR and G alpha (s) signalling events.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and protein transporter activity.                                            An important paralog of this gene is CALCR.","Receptor for calcitonin-gene-related peptide (CGRP) together with RAMP1 and receptor for adrenomedullin together with RAMP3 (By similarity). Receptor for adrenomedullin together with RAMP2. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase.
                         CALRL_HUMAN,Q16602
                         ","Tue Aug 18 07:15:00 2020"
"protein","MTNR1A","ENSG00000168412","This gene encodes one of two high affinity forms of a receptor for melatonin, the primary hormone secreted by the pineal gland. This receptor is a G-protein coupled, 7-transmembrane receptor that is responsible for melatonin effects on mammalian circadian rhythm and reproductive alterations affected by day length. The receptor is an integral membrane protein that is readily detectable and localized to two specific regions of the brain. The hypothalamic suprachiasmatic nucleus appears to be involved in circadian rhythm while the hypophysial pars tuberalis may be responsible for the reproductive effects of melatonin. [provided by RefSeq, Jul 2008]","                                            MTNR1A (Melatonin Receptor 1A) is a Protein Coding gene.                                            Diseases associated with MTNR1A include Delayed Sleep Phase Disorder and Periodic Limb Movement Disorder.                                            Among its related pathways are Signaling by GPCR and Peptide ligand-binding receptors.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and melatonin receptor activity.                                            An important paralog of this gene is MTNR1B.","High affinity receptor for melatonin. Likely to mediate the reproductive and circadian actions of melatonin. The activity of this receptor is mediated by pertussis toxin sensitive G proteins that inhibit adenylate cyclase activity.
                         MTR1A_HUMAN,P48039
                         ","Tue Aug 18 07:15:01 2020"
"protein","MTNR1B","ENSG00000134640","This gene encodes one of two high affinity forms of a receptor for melatonin, the primary hormone secreted by the pineal gland. This gene product is an integral membrane protein that is a G-protein coupled, 7-transmembrane receptor. It is found primarily in the retina and brain although this detection requires RT-PCR. It is thought to participate in light-dependent functions in the retina and may be involved in the neurobiological effects of melatonin. [provided by RefSeq, Jul 2008]","                                            MTNR1B (Melatonin Receptor 1B) is a Protein Coding gene.                                            Diseases associated with MTNR1B include Diabetes Mellitus, Noninsulin-Dependent and Idiopathic Scoliosis.                                            Among its related pathways are Signaling by GPCR and Peptide ligand-binding receptors.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and melatonin receptor activity.                                            An important paralog of this gene is MTNR1A.","High affinity receptor for melatonin. Likely to mediate the reproductive and circadian actions of melatonin. The activity of this receptor is mediated by pertussis toxin sensitive G proteins that inhibit adenylate cyclase activity.
                         MTR1B_HUMAN,P49286
                         ","Tue Aug 18 07:15:02 2020"
"protein","AANAT","ENSG00000129673","The protein encoded by this gene belongs to the acetyltransferase superfamily. It is the penultimate enzyme in melatonin synthesis and controls the night/day rhythm in melatonin production in the vertebrate pineal gland. Melatonin is essential for the function of the circadian clock that influences activity and sleep. This enzyme is regulated by cAMP-dependent phosphorylation that promotes its interaction with 14-3-3 proteins and thus protects the enzyme against proteasomal degradation. This gene may contribute to numerous genetic diseases such as delayed sleep phase syndrome. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2009]","                                            AANAT (Aralkylamine N-Acetyltransferase) is a Protein Coding gene.                                            Diseases associated with AANAT include Dissociative Amnesia and Baastrup's Syndrome.                                            Among its related pathways are superpathway of tryptophan utilization and Tryptophan metabolism.                                            Gene Ontology (GO) annotations related to this gene include N-acetyltransferase activity and arylamine N-acetyltransferase activity.                                            ","Controls the night/day rhythm of melatonin production in the pineal gland. Catalyzes the N-acetylation of serotonin into N-acetylserotonin, the penultimate step in the synthesis of melatonin.
                         SNAT_HUMAN,Q16613
                         ","Tue Aug 18 07:15:03 2020"
"protein","MMAA","ENSG00000151611","The protein encoded by this gene is involved in the translocation of cobalamin into the mitochondrion, where it is used in the final steps of adenosylcobalamin synthesis. Adenosylcobalamin is a coenzyme required for the activity of methylmalonyl-CoA mutase. Defects in this gene are a cause of methylmalonic aciduria. [provided by RefSeq, Jul 2008]","                                            MMAA (Metabolism Of Cobalamin Associated A) is a Protein Coding gene.                                            Diseases associated with MMAA include Methylmalonic Aciduria, Cbla Type and Methylmalonic Acidemia.                                            Among its related pathways are Metabolism of water-soluble vitamins and cofactors and Mitochondrial Fatty Acid Beta-Oxidation.                                            Gene Ontology (GO) annotations related to this gene include GTP binding and hydrolase activity.                                            An important paralog of this gene is MMUT.","GTPase, binds and hydrolyzes GTP (PubMed:28497574, PubMed:20876572). Involved in intracellular vitamin B12 metabolism, mediates the transport of cobalamin (Cbl) into mitochondria for the final steps of adenosylcobalamin (AdoCbl) synthesis. Functions as a G-protein chaperone that assists AdoCbl cofactor delivery from MMAB to the methylmalonyl-CoA mutase (MMUT) and reactivation of the enzyme during catalysis (PubMed:28497574, PubMed:20876572).
                         MMAA_HUMAN,Q8IVH4
                         ","Tue Aug 18 07:15:03 2020"
"protein","MMAB","ENSG00000139428","This gene encodes a protein that catalyzes the final step in the conversion of vitamin B(12) into adenosylcobalamin (AdoCbl), a vitamin B12-containing coenzyme for methylmalonyl-CoA mutase. Mutations in the gene are the cause of vitamin B12-dependent methylmalonic aciduria linked to the cblB complementation group. Alternatively spliced transcript variants have been found. [provided by RefSeq, Apr 2011]","                                            MMAB (Metabolism Of Cobalamin Associated B) is a Protein Coding gene.                                            Diseases associated with MMAB include Methylmalonic Aciduria, Cblb Type and Methylmalonic Acidemia.                                            Among its related pathways are Metabolism of water-soluble vitamins and cofactors and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include cob(I)yrinic acid a,c-diamide adenosyltransferase activity.                                            ","Adenosyltransferase involved in intracellular vitamin B12 metabolism. Generates adenosylcobalamin (AdoCbl) and directly delivers the cofactor to MUT in a transfer that is stimulated by ATP-binding to MMAB and gated by MMAA.
                         MMAB_HUMAN,Q96EY8
                         ","Tue Aug 18 07:15:04 2020"
"protein","MTR","ENSG00000116984","This gene encodes the 5-methyltetrahydrofolate-homocysteine methyltransferase. This enzyme, also known as cobalamin-dependent methionine synthase, catalyzes the final step in methionine biosynthesis. Mutations in MTR have been identified as the underlying cause of methylcobalamin deficiency complementation group G. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2014]","                                            MTR (5-Methyltetrahydrofolate-Homocysteine Methyltransferase) is a Protein Coding gene.                                            Diseases associated with MTR include Homocystinuria-Megaloblastic Anemia, Cblg Complementation Type and Disorders Of Intracellular Cobalamin Metabolism.                                            Among its related pathways are One carbon pool by folate and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include cobalamin binding and methionine synthase activity.                                            An important paralog of this gene is BHMT.","Catalyzes the transfer of a methyl group from methylcob(III)alamin (MeCbl) to homocysteine, yielding enzyme-bound cob(I)alamin and methionine in the cytosol (PubMed:27771510). MeCbl is an active form of cobalamin (vitamin B12) used as a cofactor for methionine biosynthesis. Cob(I)alamin form is regenerated to MeCbl by a transfer of a methyl group from 5-methyltetrahydrofolate (PubMed:27771510). The processing of cobalamin in the cytosol occurs in a multiprotein complex composed of at least MMACHC, MMADHC, MTRR (methionine synthase reductase) and MTR which may contribute to shuttle safely and efficiently cobalamin towards MTR in order to produce methionine (PubMed:27771510).
                         METH_HUMAN,Q99707
                         ","Tue Aug 18 07:15:05 2020"
"protein","SLC30A2","ENSG00000158014","The protein encoded by this gene is a zinc transporter that acts as a homodimer. The encoded protein plays a role in secreting zinc into breast milk. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2015]","                                            SLC30A2 (Solute Carrier Family 30 Member 2) is a Protein Coding gene.                                            Diseases associated with SLC30A2 include Zinc Deficiency, Transient Neonatal and Acrodermatitis Enteropathica, Zinc-Deficiency Type.                                            Among its related pathways are Metal ion SLC transporters and Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds.                                            Gene Ontology (GO) annotations related to this gene include cation transmembrane transporter activity.                                            An important paralog of this gene is SLC30A3.","no summary","Tue Aug 18 07:15:06 2020"
"protein","SLC39A4","ENSG00000147804","This gene encodes a member of the zinc/iron-regulated transporter-like protein (ZIP) family. The encoded protein localizes to cell membranes and is required for zinc uptake in the intestine. Mutations in this gene result in acrodermatitis enteropathica. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2013]","                                            SLC39A4 (Solute Carrier Family 39 Member 4) is a Protein Coding gene.                                            Diseases associated with SLC39A4 include Acrodermatitis Enteropathica, Zinc-Deficiency Type and Acrodermatitis.                                            Among its related pathways are Metal ion SLC transporters and NRF2 pathway.                                            Gene Ontology (GO) annotations related to this gene include metal ion transmembrane transporter activity and zinc ion transmembrane transporter activity.                                            An important paralog of this gene is SLC39A12.","Plays an important role in cellular zinc homeostasis as a zinc transporter. Regulated in response to zinc availability (By similarity).
                         S39A4_HUMAN,Q6P5W5
                         ","Tue Aug 18 07:15:07 2020"
"protein","SLC39A8","ENSG00000138821","This gene encodes a member of the SLC39 family of solute-carrier genes, which show structural characteristics of zinc transporters. The encoded protein is glycosylated and found in the plasma membrane and mitochondria, and functions in the cellular import of zinc at the onset of inflammation. It is also thought to be the primary transporter of the toxic cation cadmium, which is found in cigarette smoke. Multiple transcript variants encoding different isoforms have been found for this gene. Additional alternatively spliced transcript variants of this gene have been described, but their full-length nature is not known. [provided by RefSeq, Oct 2008]","                                            SLC39A8 (Solute Carrier Family 39 Member 8) is a Protein Coding gene.                                            Diseases associated with SLC39A8 include Congenital Disorder Of Glycosylation, Type Iin and Disorder Of Manganese Transport.                                            Among its related pathways are Metal ion SLC transporters and NRF2 pathway.                                            Gene Ontology (GO) annotations related to this gene include metal ion transmembrane transporter activity.                                            An important paralog of this gene is SLC39A14.","Electroneutral transporter of the plasma membrane mediating the cellular uptake of zinc and manganese, two divalent metal cations important for development, tissue homeostasis or immunity (PubMed:12504855, PubMed:22898811, PubMed:23403290, PubMed:29337306, PubMed:26637978, PubMed:29453449). Functions as an energy-dependent symporter, transporting through the membranes an electroneutral complex composed of a divalent metal cation, a bicarbonate and a selenite anion or yet a metal cation and two bicarbonate anions (PubMed:27166256, PubMed:31699897). May also transport iron, mercury and cobalt through membranes (PubMed:22898811). Beside these endogenous cellular substrates, also imports cadmium a non-essential metal which is cytotoxic and carcinogenic (PubMed:27466201). Through zinc import, indirectly regulates the metal-dependent transcription factor MTF1 and the expression of some metalloproteases involved in cartilage catabolism and also probably heart development (PubMed:29337306). Also indirectly regulates the expression of proteins involved in cell morphology and cytoskeleton organization (PubMed:29927450). Indirectly controls innate immune function and inflammatory response by regulating zinc cellular uptake which in turn modulates the expression of genes specific of these processes (PubMed:23403290, PubMed:28056086). Protects, for instance, cells from injury and death at the onset of inflammation (PubMed:18390834). By regulating zinc influx into monocytes also directly modulates their adhesion to endothelial cells and arteries (By similarity). At the apical membrane of hepatocytes, reclaims manganese from the bile and regulates, through the systemic levels of the nutrient, the activity of manganese-dependent enzymes (PubMed:28481222). Also participates in manganese reabsorption in the proximal tubule of the kidney (PubMed:26637978). By mediating the extracellular uptake of manganese by cells of the blood-brain barrier, may also play a role in the transport of the micronutrient to the brain (PubMed:26637978, PubMed:31699897). Through manganese cellular uptake also participates in mitochondrial proper function (PubMed:29453449). Finally, also probably functions intracellularly, translocating zinc from lysosome to cytosol to indirectly enhance the expression of specific genes during TCR-mediated T cell activation (PubMed:19401385).
                         S39A8_HUMAN,Q9C0K1
                         ","Tue Aug 18 07:15:07 2020"
"protein","TRPM6","ENSG00000119121","This gene is predominantly expressed in the kidney and colon, and encodes a protein containing an ion channel domain and a protein kinase domain. It is crucial for magnesium homeostasis, and plays an essential role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Mutations in this gene are associated with hypomagnesemia with secondary hypocalcemia. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, Apr 2010]","                                            TRPM6 (Transient Receptor Potential Cation Channel Subfamily M Member 6) is a Protein Coding gene.                                            Diseases associated with TRPM6 include Hypomagnesemia 1, Intestinal and Primary Hypomagnesemia.                                            Among its related pathways are Mineral absorption and CREB Pathway.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and ion channel activity.                                            An important paralog of this gene is TRPM7.","Essential ion channel and serine/threonine-protein kinase. Crucial for magnesium homeostasis. Has an important role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Isoforms of the type M6-kinase lack the ion channel region.
                         TRPM6_HUMAN,Q9BX84
                         ","Tue Aug 18 07:15:08 2020"
"protein","CLDN16","ENSG00000113946","Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. These junctions are comprised of sets of continuous networking strands in the outwardly facing cytoplasmic leaflet, with complementary grooves in the inwardly facing extracytoplasmic leaflet. The protein encoded by this gene, a member of the claudin family, is an integral membrane protein and a component of tight junction strands. It is found primarily in the kidneys, specifically in the thick ascending limb of Henle, where it acts as either an intercellular pore or ion concentration sensor to regulate the paracellular resorption of magnesium ions. Defects in this gene are a cause of primary hypomagnesemia, which is characterized by massive renal magnesium wasting with hypomagnesemia and hypercalciuria, resulting in nephrocalcinosis and renal failure. This gene and the CLDN1 gene are clustered on chromosome 3q28. [provided by RefSeq, Jun 2010]","                                            CLDN16 (Claudin 16) is a Protein Coding gene.                                            Diseases associated with CLDN16 include Hypomagnesemia 3, Renal and Primary Hypomagnesemia.                                            Among its related pathways are Blood-Brain Barrier and Immune Cell Transmigration: VCAM-1/CD106 Signaling and Pathogenic Escherichia coli infection.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and magnesium ion transmembrane transporter activity.                                            An important paralog of this gene is CLDN9.","Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium-independent cell-adhesion activity. Involved in paracellular magnesium reabsorption. Required for a selective paracellular conductance. May form, alone or in partnership with other constituents, an intercellular pore permitting paracellular passage of magnesium and calcium ions down their electrochemical gradients. Alternatively, it could be a sensor of magnesium concentration that could alter paracellular permeability mediated by other factors.
                         CLD16_HUMAN,Q9Y5I7
                         ","Tue Aug 18 07:15:09 2020"
"protein","MAGT1","ENSG00000102158","This gene encodes a ubiquitously expressed magnesium cation transporter protein that localizes to the cell membrane. This protein also associates with N-oligosaccharyl transferase and therefore may have a role in N-glycosylation. Mutations in this gene cause a form of X-linked intellectual disability (XLID). This gene may have multiple in-frame translation initiation sites, one of which would encode a shorter protein with an N-terminus containing a signal peptide at amino acids 1-29. [provided by RefSeq, Jul 2017]","                                            MAGT1 (Magnesium Transporter 1) is a Protein Coding gene.                                            Diseases associated with MAGT1 include Immunodeficiency, X-Linked, With Magnesium Defect, Epstein-Barr Virus Infection, And Neoplasia and Congenital Disorder Of Glycosylation, Type Icc.                                            Among its related pathways are Transport to the Golgi and subsequent modification and Metabolism of proteins.                                            Gene Ontology (GO) annotations related to this gene include magnesium ion transmembrane transporter activity.                                            An important paralog of this gene is TUSC3.","Acts as accessory component of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains. Involved in N-glycosylation of STT3B-dependent substrates. Specifically required for the glycosylation of a subset of acceptor sites that are near cysteine residues; in this function seems to act redundantly with TUSC3. In its oxidized form proposed to form transient mixed disulfides with a glycoprotein substrate to facilitate access of STT3B to the unmodified acceptor site. Has also oxidoreductase-independent functions in the STT3B-containing OST complex possibly involving substrate recognition.
                         MAGT1_HUMAN,Q9H0U3
                         ","Tue Aug 18 07:15:09 2020"
