"EnsemblID","proteinType","proteinSearched","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","convalescent","healthy1","healthy2","healthy3","healthy4","healthy5","healthy6","healthy7","healthy8","healthy9","healthy10","healthy11","healthy12","healthy13","healthy14","healthy15","healthy16","healthy17","moderate1","moderate2","moderate3","moderate4","severe1","severe2","severe3","severe4","severe5","severe6","severe7","severe8","ICU1","ICU2","ICU3","ICU4","healthy_mean","moderate_mean","severe_mean","ICU_mean","mod_health_foldChange","sevr_health_foldChange","ICU_health_foldChange","monotonicIncrease","monotonicDecrease"
"ENSG00000115263","GCG","glucagon","The protein encoded by this gene is actually a preproprotein that is cleaved into four distinct mature peptides. One of these, glucagon, is a pancreatic hormone that counteracts the glucose-lowering action of insulin by stimulating glycogenolysis and gluconeogenesis. Glucagon is a ligand for a specific G-protein linked receptor whose signalling pathway controls cell proliferation. Two of the other peptides are secreted from gut endocrine cells and promote nutrient absorption through distinct mechanisms. Finally, the fourth peptide is similar to glicentin, an active enteroglucagon. [provided by RefSeq, Jul 2008]","                                            GCG (Glucagon) is a Protein Coding gene.                                            Diseases associated with GCG include Dumping Syndrome and Hyperglycemia.                                            Among its related pathways are Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. and RET signaling.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and hormone activity.                                            ","Glucagon plays a key role in glucose metabolism and homeostasis. Regulates blood glucose by increasing gluconeogenesis and decreasing glycolysis. A counterregulatory hormone of insulin, raises plasma glucose levels in response to insulin-induced hypoglycemia. Plays an important role in initiating and maintaining hyperglycemic conditions in diabetes.
                         GLUC_HUMAN,P01275
                         ",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.176470588235294,0.5,0,0.5,2.83333333333333,0.823529411764706,2.83333333333333,0,0
"ENSG00000115718","PROC","vitamin-c","This gene encodes a vitamin K-dependent plasma glycoprotein. The encoded protein is cleaved to its activated form by the thrombin-thrombomodulin complex. This activated form contains a serine protease domain and functions in degradation of the activated forms of coagulation factors V and VIII. Mutations in this gene have been associated with thrombophilia due to protein C deficiency, neonatal purpura fulminans, and recurrent venous thrombosis.[provided by RefSeq, Dec 2009]","                                            PROC (Protein C, Inactivator Of Coagulation Factors Va And VIIIa) is a Protein Coding gene.                                            Diseases associated with PROC include Thrombophilia Due To Protein C Deficiency, Autosomal Recessive and Thrombophilia Due To Protein C Deficiency, Autosomal Dominant.                                            Among its related pathways are Formation of Fibrin Clot (Clotting Cascade) and Gamma carboxylation, hypusine formation and arylsulfatase activation.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and peptidase activity.                                            An important paralog of this gene is PROZ.","Protein C is a vitamin K-dependent serine protease that regulates blood coagulation by inactivating factors Va and VIIIa in the presence of calcium ions and phospholipids (PubMed:25618265). Exerts a protective effect on the endothelial cell barrier function (PubMed:25651845).
                         PROC_HUMAN,P04070
                         ",16,7,17,10,7,9,14,3,9,6,17,8,5,8,9,11,11,6,10,5,10,12,9,6,3,3,14,2,1,1,10,8,7,3,9.23529411764706,9.25,4.875,7,1.0015923566879,0.527866242038217,0.75796178343949,0,0
"ENSG00000116984","MTR","vitamin-b12","This gene encodes the 5-methyltetrahydrofolate-homocysteine methyltransferase. This enzyme, also known as cobalamin-dependent methionine synthase, catalyzes the final step in methionine biosynthesis. Mutations in MTR have been identified as the underlying cause of methylcobalamin deficiency complementation group G. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2014]","                                            MTR (5-Methyltetrahydrofolate-Homocysteine Methyltransferase) is a Protein Coding gene.                                            Diseases associated with MTR include Homocystinuria-Megaloblastic Anemia, Cblg Complementation Type and Disorders Of Intracellular Cobalamin Metabolism.                                            Among its related pathways are One carbon pool by folate and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include cobalamin binding and methionine synthase activity.                                            An important paralog of this gene is BHMT.","Catalyzes the transfer of a methyl group from methylcob(III)alamin (MeCbl) to homocysteine, yielding enzyme-bound cob(I)alamin and methionine in the cytosol (PubMed:27771510). MeCbl is an active form of cobalamin (vitamin B12) used as a cofactor for methionine biosynthesis. Cob(I)alamin form is regenerated to MeCbl by a transfer of a methyl group from 5-methyltetrahydrofolate (PubMed:27771510). The processing of cobalamin in the cytosol occurs in a multiprotein complex composed of at least MMACHC, MMADHC, MTRR (methionine synthase reductase) and MTR which may contribute to shuttle safely and efficiently cobalamin towards MTR in order to produce methionine (PubMed:27771510).
                         METH_HUMAN,Q99707
                         ",753,1052,888,1118,977,1171,873,1025,885,1133,1078,943,1048,1031,1486,1141,1015,1151,840,630,894,762,470,834,704,473,654,612,1018,745,479,390,454,729,1059.70588235294,781.5,688.75,513,0.737468776019983,0.649944490702193,0.484096586178185,0,1
"ENSG00000117118","SDHB","adrenaline","Complex II of the respiratory chain, which is specifically involved in the oxidation of succinate, carries electrons from FADH to CoQ. The complex is composed of four nuclear-encoded subunits and is localized in the mitochondrial inner membrane. The iron-sulfur subunit is highly conserved and contains three cysteine-rich clusters which may comprise the iron-sulfur centers of the enzyme. Sporadic and familial mutations in this gene result in paragangliomas and pheochromocytoma, and support a link between mitochondrial dysfunction and tumorigenesis. [provided by RefSeq, Jul 2008]","                                            SDHB (Succinate Dehydrogenase Complex Iron Sulfur Subunit B) is a Protein Coding gene.                                            Diseases associated with SDHB include Paragangliomas 4 and Paraganglioma And Gastric Stromal Sarcoma.                                            Among its related pathways are Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. and Parkinson disease.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and 4 iron, 4 sulfur cluster binding.                                            ","Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q).
                         SDHB_HUMAN,P21912
                         ",1817,1970,1793,1619,1607,2034,2228,1746,1431,1418,2477,2184,1391,1177,1524,1664,1501,1562,2258,1977,1975,1292,1694,2592,1642,1991,2149,1747,2008,1421,1695,2396,1462,1777,1725.05882352941,1875.5,1905.5,1832.5,1.08720930232558,1.10460001363977,1.06228261610857,0,0
"ENSG00000118137","APOA1","fish-oil","This gene encodes apolipoprotein A-I, which is the major protein component of high density lipoprotein (HDL) in plasma. The encoded preproprotein is proteolytically processed to generate the mature protein, which promotes cholesterol efflux from tissues to the liver for excretion, and is a cofactor for lecithin cholesterolacyltransferase (LCAT), an enzyme responsible for the formation of most plasma cholesteryl esters. This gene is closely linked with two other apolipoprotein genes on chromosome 11. Defects in this gene are associated with HDL deficiencies, including Tangier disease, and with systemic non-neuropathic amyloidosis. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein. [provided by RefSeq, Dec 2015]","                                            APOA1 (Apolipoprotein A1) is a Protein Coding gene.                                            Diseases associated with APOA1 include Hypoalphalipoproteinemia, Primary, 2 and Amyloidosis, Familial Visceral.                                            Among its related pathways are Lipoprotein metabolism and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and lipid binding.                                            An important paralog of this gene is APOA4.","Participates in the reverse transport of cholesterol from tissues to the liver for excretion by promoting cholesterol efflux from tissues and by acting as a cofactor for the lecithin cholesterol acyltransferase (LCAT). As part of the SPAP complex, activates spermatozoa motility.
                         APOA1_HUMAN,P02647
                         ",1,3,4,2,6,2,3,9,2,2,4,3,6,1,1,6,2,0,9,11,6,7,10,10,6,7,3,9,6,8,3,9,2,6,3.29411764705882,8.25,7.375,5,2.50446428571429,2.23883928571429,1.51785714285714,0,1
"ENSG00000119121","TRPM6","magnesium","This gene is predominantly expressed in the kidney and colon, and encodes a protein containing an ion channel domain and a protein kinase domain. It is crucial for magnesium homeostasis, and plays an essential role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Mutations in this gene are associated with hypomagnesemia with secondary hypocalcemia. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, Apr 2010]","                                            TRPM6 (Transient Receptor Potential Cation Channel Subfamily M Member 6) is a Protein Coding gene.                                            Diseases associated with TRPM6 include Hypomagnesemia 1, Intestinal and Primary Hypomagnesemia.                                            Among its related pathways are Mineral absorption and CREB Pathway.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and ion channel activity.                                            An important paralog of this gene is TRPM7.","Essential ion channel and serine/threonine-protein kinase. Crucial for magnesium homeostasis. Has an important role in epithelial magnesium transport and in the active magnesium absorption in the gut and kidney. Isoforms of the type M6-kinase lack the ion channel region.
                         TRPM6_HUMAN,Q9BX84
                         ",1,0,0,0,0,3,0,0,2,0,1,1,0,0,4,4,3,2,10,2,4,4,3,2,3,9,5,4,2,4,7,9,16,4,1.17647058823529,5,4,9,4.25,3.4,7.65,0,0
"ENSG00000123454","DBH","adrenaline","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ",0,2,1,1,1,0,5,4,1,5,0,0,5,1,5,3,3,3,1,1,4,6,3,3,4,1,1,0,6,2,0,12,1,1,2.35294117647059,3,2.5,3.5,1.275,1.0625,1.4875,0,0
"ENSG00000123454","DBH","dopamine","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ",0,2,1,1,1,0,5,4,1,5,0,0,5,1,5,3,3,3,1,1,4,6,3,3,4,1,1,0,6,2,0,12,1,1,2.35294117647059,3,2.5,3.5,1.275,1.0625,1.4875,0,0
"ENSG00000129673","AANAT","melatonin","The protein encoded by this gene belongs to the acetyltransferase superfamily. It is the penultimate enzyme in melatonin synthesis and controls the night/day rhythm in melatonin production in the vertebrate pineal gland. Melatonin is essential for the function of the circadian clock that influences activity and sleep. This enzyme is regulated by cAMP-dependent phosphorylation that promotes its interaction with 14-3-3 proteins and thus protects the enzyme against proteasomal degradation. This gene may contribute to numerous genetic diseases such as delayed sleep phase syndrome. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2009]","                                            AANAT (Aralkylamine N-Acetyltransferase) is a Protein Coding gene.                                            Diseases associated with AANAT include Dissociative Amnesia and Baastrup's Syndrome.                                            Among its related pathways are superpathway of tryptophan utilization and Tryptophan metabolism.                                            Gene Ontology (GO) annotations related to this gene include N-acetyltransferase activity and arylamine N-acetyltransferase activity.                                            ","Controls the night/day rhythm of melatonin production in the pineal gland. Catalyzes the N-acetylation of serotonin into N-acetylserotonin, the penultimate step in the synthesis of melatonin.
                         SNAT_HUMAN,Q16613
                         ",6,5,11,5,3,7,5,15,14,2,5,6,5,13,5,1,5,8,5,8,2,5,7,8,7,15,10,12,3,9,11,12,29,5,6.76470588235294,5,8.875,14.25,0.739130434782609,1.31195652173913,2.10652173913043,1,0
"ENSG00000130948","HSD17B3","testosterone","This isoform of 17 beta-hydroxysteroid dehydrogenase is expressed predominantly in the testis and catalyzes the conversion of androstenedione to testosterone.  It preferentially uses NADP as cofactor.  Deficiency can result in male pseudohermaphroditism with gynecomastia. [provided by RefSeq, Jul 2008]","                                            HSD17B3 (Hydroxysteroid 17-Beta Dehydrogenase 3) is a Protein Coding gene.                                            Diseases associated with HSD17B3 include 17-Beta Hydroxysteroid Dehydrogenase Iii Deficiency and Pseudohermaphroditism.                                            Among its related pathways are Androstenedione and testosterone biosynthesis and metabolism p.1 and Metabolism of steroid hormones.                                            Gene Ontology (GO) annotations related to this gene include oxidoreductase activity and testosterone 17-beta-dehydrogenase (NADP+) activity.                                            An important paralog of this gene is HSD17B12.","Favors the reduction of androstenedione to testosterone. Uses NADPH while the two other EDH17B enzymes use NADH.
                         DHB3_HUMAN,P37058
                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5,0.125,0.5,0.5,0.125,0.5,0,0
"ENSG00000131482","G6PC","glucose","Glucose-6-phosphatase (G6Pase) is a multi-subunit integral membrane protein of the endoplasmic reticulum that is composed of a catalytic subunit and transporters for G6P, inorganic phosphate, and glucose. This gene (G6PC) is one of the three glucose-6-phosphatase catalytic-subunit-encoding genes in human: G6PC, G6PC2 and G6PC3. Glucose-6-phosphatase catalyzes the hydrolysis of D-glucose 6-phosphate to D-glucose and orthophosphate and is a key enzyme in glucose homeostasis, functioning in gluconeogenesis and glycogenolysis. Mutations in this gene cause glycogen storage disease type I (GSD1). This disease, also known as von Gierke disease, is a metabolic disorder characterized by severe hypoglycemia associated with the accumulation of glycogen and fat in the liver and kidneys.[provided by RefSeq, Feb 2011]","                                            G6PC (Glucose-6-Phosphatase Catalytic Subunit) is a Protein Coding gene.                                            Diseases associated with G6PC include Glycogen Storage Disease Ia and Hypoglycemia.                                            Among its related pathways are Glucose metabolism and Galactose metabolism.                                            Gene Ontology (GO) annotations related to this gene include phosphotransferase activity, alcohol group as acceptor and glucose-6-phosphatase activity.                                            An important paralog of this gene is G6PC2.","Hydrolyzes glucose-6-phosphate to glucose in the endoplasmic reticulum. Forms with the glucose-6-phosphate transporter (SLC37A4/G6PT) the complex responsible for glucose production through glycogenolysis and gluconeogenesis. Hence, it is the key enzyme in homeostatic regulation of blood glucose levels.
                         G6PC_HUMAN,P35575
                         ",0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,1,1,1,0,4,3,3,0,2,2,0,1,0,0,0,1,8,0,0.529411764705882,2,1,2.25,3.77777777777778,1.88888888888889,4.25,0,0
"ENSG00000134640","MTNR1B","melatonin","This gene encodes one of two high affinity forms of a receptor for melatonin, the primary hormone secreted by the pineal gland. This gene product is an integral membrane protein that is a G-protein coupled, 7-transmembrane receptor. It is found primarily in the retina and brain although this detection requires RT-PCR. It is thought to participate in light-dependent functions in the retina and may be involved in the neurobiological effects of melatonin. [provided by RefSeq, Jul 2008]","                                            MTNR1B (Melatonin Receptor 1B) is a Protein Coding gene.                                            Diseases associated with MTNR1B include Diabetes Mellitus, Noninsulin-Dependent and Idiopathic Scoliosis.                                            Among its related pathways are Signaling by GPCR and Peptide ligand-binding receptors.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and melatonin receptor activity.                                            An important paralog of this gene is MTNR1A.","High affinity receptor for melatonin. Likely to mediate the reproductive and circadian actions of melatonin. The activity of this receptor is mediated by pertussis toxin sensitive G proteins that inhibit adenylate cyclase activity.
                         MTR1B_HUMAN,P49286
                         ",0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,2,0,0,0,2,0,0,0,2,0,0,0.294117647058824,0.5,0.625,0.5,1.7,2.125,1.7,0,0
"ENSG00000137700","SLC37A4","glucose","This gene regulates glucose-6-phosphate transport from the cytoplasm to the lumen of the endoplasmic reticulum, in order to maintain glucose homeostasis. It also plays a role in ATP-mediated calcium sequestration in the lumen of the endoplasmic reticulum. Mutations in this gene have been associated with various forms of glycogen storage disease. Alternative splicing in this gene results in multiple transcript variants.[provided by RefSeq, Aug 2009]","                                            SLC37A4 (Solute Carrier Family 37 Member 4) is a Protein Coding gene.                                            Diseases associated with SLC37A4 include Glycogen Storage Disease Ib and Glycogen Storage Disease Ic.                                            Among its related pathways are Hexose transport and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and glucose-6-phosphate transmembrane transporter activity.                                            An important paralog of this gene is SLC17A6.","Inorganic phosphate and glucose-6-phosphate antiporter of the endoplasmic reticulum. Transports cytoplasmic glucose-6-phosphate into the lumen of the endoplasmic reticulum and translocates inorganic phosphate into the opposite direction. Forms with glucose-6-phosphatase the complex responsible for glucose production through glycogenolysis and gluconeogenesis. Hence, it plays a central role in homeostatic regulation of blood glucose levels.
                         G6PT1_HUMAN,O43826
                         ",207,300,290,267,339,370,221,371,263,349,305,283,205,226,330,281,274,241,239,220,362,246,195,416,238,169,231,220,387,250,225,219,195,262,289.117647058824,266.75,263.25,225.25,0.92263479145473,0.910528992878942,0.779094608341811,0,1
"ENSG00000137869","CYP19A1","estrogen","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ",0,0,4,1,0,0,1,0,0,0,0,0,0,1,3,0,2,5,4,5,4,7,4,15,2,81,114,15,3,1,55,149,23,4,1,5,29.375,57.75,5,29.375,57.75,1,0
"ENSG00000137869","CYP19A1","testosterone","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ",0,0,4,1,0,0,1,0,0,0,0,0,0,1,3,0,2,5,4,5,4,7,4,15,2,81,114,15,3,1,55,149,23,4,1,5,29.375,57.75,5,29.375,57.75,1,0
"ENSG00000138449","SLC40A1","iron","The protein encoded by this gene is a cell membrane protein that may be involved in iron export from duodenal epithelial cells. Defects in this gene are a cause of hemochromatosis type 4 (HFE4). [provided by RefSeq, Jul 2008]","                                            SLC40A1 (Solute Carrier Family 40 Member 1) is a Protein Coding gene.                                            Diseases associated with SLC40A1 include Hemochromatosis, Type 4 and Hemochromatosis, Type 1.                                            Among its related pathways are Mineral absorption and Insulin receptor recycling.                                            Gene Ontology (GO) annotations related to this gene include iron ion transmembrane transporter activity.                                            ","May be involved in iron export from duodenal epithelial cell and also in transfer of iron between maternal and fetal circulation. Mediates iron efflux in the presence of a ferroxidase (hephaestin and/or ceruloplasmin).
                         S40A1_HUMAN,Q9NP59
                         ",2152,2352,3386,1844,2506,3498,3190,2713,1873,1979,1843,2309,1270,1787,2144,1251,1767,1599,1182,1599,3157,1346,1324,1829,1345,1578,2610,2586,3342,1530,1446,3906,4770,3424,2194.76470588235,1821,2018,3386.5,0.829701696550615,0.919460748840824,1.54299000294819,1,0
"ENSG00000138821","SLC39A8","zinc","This gene encodes a member of the SLC39 family of solute-carrier genes, which show structural characteristics of zinc transporters. The encoded protein is glycosylated and found in the plasma membrane and mitochondria, and functions in the cellular import of zinc at the onset of inflammation. It is also thought to be the primary transporter of the toxic cation cadmium, which is found in cigarette smoke. Multiple transcript variants encoding different isoforms have been found for this gene. Additional alternatively spliced transcript variants of this gene have been described, but their full-length nature is not known. [provided by RefSeq, Oct 2008]","                                            SLC39A8 (Solute Carrier Family 39 Member 8) is a Protein Coding gene.                                            Diseases associated with SLC39A8 include Congenital Disorder Of Glycosylation, Type Iin and Disorder Of Manganese Transport.                                            Among its related pathways are Metal ion SLC transporters and NRF2 pathway.                                            Gene Ontology (GO) annotations related to this gene include metal ion transmembrane transporter activity.                                            An important paralog of this gene is SLC39A14.","Electroneutral transporter of the plasma membrane mediating the cellular uptake of zinc and manganese, two divalent metal cations important for development, tissue homeostasis or immunity (PubMed:12504855, PubMed:22898811, PubMed:23403290, PubMed:29337306, PubMed:26637978, PubMed:29453449). Functions as an energy-dependent symporter, transporting through the membranes an electroneutral complex composed of a divalent metal cation, a bicarbonate and a selenite anion or yet a metal cation and two bicarbonate anions (PubMed:27166256, PubMed:31699897). May also transport iron, mercury and cobalt through membranes (PubMed:22898811). Beside these endogenous cellular substrates, also imports cadmium a non-essential metal which is cytotoxic and carcinogenic (PubMed:27466201). Through zinc import, indirectly regulates the metal-dependent transcription factor MTF1 and the expression of some metalloproteases involved in cartilage catabolism and also probably heart development (PubMed:29337306). Also indirectly regulates the expression of proteins involved in cell morphology and cytoskeleton organization (PubMed:29927450). Indirectly controls innate immune function and inflammatory response by regulating zinc cellular uptake which in turn modulates the expression of genes specific of these processes (PubMed:23403290, PubMed:28056086). Protects, for instance, cells from injury and death at the onset of inflammation (PubMed:18390834). By regulating zinc influx into monocytes also directly modulates their adhesion to endothelial cells and arteries (By similarity). At the apical membrane of hepatocytes, reclaims manganese from the bile and regulates, through the systemic levels of the nutrient, the activity of manganese-dependent enzymes (PubMed:28481222). Also participates in manganese reabsorption in the proximal tubule of the kidney (PubMed:26637978). By mediating the extracellular uptake of manganese by cells of the blood-brain barrier, may also play a role in the transport of the micronutrient to the brain (PubMed:26637978, PubMed:31699897). Through manganese cellular uptake also participates in mitochondrial proper function (PubMed:29453449). Finally, also probably functions intracellularly, translocating zinc from lysosome to cytosol to indirectly enhance the expression of specific genes during TCR-mediated T cell activation (PubMed:19401385).
                         S39A8_HUMAN,Q9C0K1
                         ",471,491,510,466,621,660,414,551,419,546,733,602,710,619,824,853,736,740,578,420,857,769,492,1207,525,542,745,706,732,553,1319,2626,344,670,617.352941176471,656,687.75,1239.75,1.06260123868509,1.11403049070986,2.00817055740829,1,0
"ENSG00000139428","MMAB","vitamin-b12","This gene encodes a protein that catalyzes the final step in the conversion of vitamin B(12) into adenosylcobalamin (AdoCbl), a vitamin B12-containing coenzyme for methylmalonyl-CoA mutase. Mutations in the gene are the cause of vitamin B12-dependent methylmalonic aciduria linked to the cblB complementation group. Alternatively spliced transcript variants have been found. [provided by RefSeq, Apr 2011]","                                            MMAB (Metabolism Of Cobalamin Associated B) is a Protein Coding gene.                                            Diseases associated with MMAB include Methylmalonic Aciduria, Cblb Type and Methylmalonic Acidemia.                                            Among its related pathways are Metabolism of water-soluble vitamins and cofactors and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include cob(I)yrinic acid a,c-diamide adenosyltransferase activity.                                            ","Adenosyltransferase involved in intracellular vitamin B12 metabolism. Generates adenosylcobalamin (AdoCbl) and directly delivers the cofactor to MUT in a transfer that is stimulated by ATP-binding to MMAB and gated by MMAA.
                         MMAB_HUMAN,Q96EY8
                         ",211,227,186,183,185,232,140,193,171,218,249,190,144,184,232,198,155,236,220,146,192,200,128,250,199,133,175,171,260,180,151,188,139,242,195.470588235294,189.5,187,180,0.969455311465543,0.956665663557027,0.920854649413181,0,1
